name,team,position,owner,age,careerGames,seasons,adp,ownedPct,projAvg,avgPts,totalPts,L5,L3,L1,games,TOG%,kicks,handballs,marks,hitouts,tackles,freesFor,freesAgainst,goals,behinds
"Luke Davies-Uniacke",NTH,MID,"Prince McAndrew",26,136,9,58.3,98.07,91.2,99.8,599,101,94.3,92,6,83.2,12.5,14.5,4.7,0,5,1.3,1.5,0.3,0.5
"Jeremy Cameron",GEE,FWD,GuldenEye,33,285,15,111.8,97.66,83,99.4,497,99.4,103.3,141,5,91.6,13.2,3,7.8,0.2,2.4,0.6,0.8,3.4,2
"Finn Callaghan",GWS,MID,"JD Vyvance",22,77,5,21.3,98.90,102.2,99.2,595,101.8,100.7,75,6,80.2,13.8,16.7,3.2,0,3.8,0.8,1.5,0.5,0.2
"Marcus Bontempelli",WBD,MID,"Kids can call you Bont-ju",30,264,13,9.0,99.31,112.5,99.2,595,100.6,86.7,28,6,84.7,13.3,12.8,4.3,0.2,3.5,1,1,1.3,0.3
"Caleb Serong",FRE,MID,"Prince McAndrew",25,133,7,26.4,99.04,99,98.8,593,97,99,88,6,82.3,15.7,10.7,3.3,0,4,1,0.7,0.8,0.5
"Christian Petracca",GCS,MID/FWD,iWalshMyslfwthATonInMyMid,30,216,12,40.6,99.04,90.4,98.8,395,98.8,91.3,97,4,73.5,11.8,13.8,4,0,2.5,0.3,0.8,2.5,1
"Dan Houston",COL,DEF/MID,"Houston we have a problem",28,195,11,126.8,96.15,74.1,98.7,592,94.4,91.7,110,6,79.8,17.2,7.7,8.7,0,1.8,0.2,1,0.2,0.3
"Will Ashcroft",BRL,MID,"Scissorlift Victims Unit",21,64,4,17.5,98.90,101.9,98.5,591,96.4,98.3,100,6,84.3,15.5,11.7,4.3,0,4,1,1.2,0.3,0.2
"Sam Walsh",CAR,MID,iWalshMyslfwthATonInMyMid,25,139,8,32.5,99.04,96.7,98,588,97.8,94.7,107,6,79.3,11.8,16.3,3.5,0,5.5,1,1.7,0.2,0.3
"Justin McInerney",SYD,MID/FWD,"Heartbreak Jake & da Subs",25,115,8,104.1,97.11,79.6,96.2,577,91,95.3,96,6,81.7,11.7,14.2,4.7,0,2.7,1.3,1.3,1.7,0.8
"Lachie Neale",BRL,MID,"Lachie’s Flesh Clarrynet",32,300,15,81.9,98.49,93,96,576,91.8,105,97,6,86.2,12.7,16.7,5.3,0,2.2,0.3,0.2,0,0.2
"Gryan Miers",GEE,MID/FWD,"Baz’s 8-balls",27,160,9,44.4,98.90,93.2,95.8,479,95.8,89.3,60,5,79.8,14.2,9.6,6.2,0,3.4,1.2,0,0,0.6
"Bailey Williams",WBD,DEF/MID,"Naughty Dog Entertainment",28,180,11,185.8,94.50,76.4,95.5,573,94,90,104,6,85.2,12.7,9.5,7.2,0,3.2,1,0.5,0.7,0.8
"Nasiah Wanganeen-Milera",STK,D/M,GuldenEye,23,92,5,3.6,99.17,110.6,95.2,571,99.6,110.3,93,6,83.8,18.7,6.2,2.7,0,3.3,2.2,1.2,1,0.8
"Clayton Oliver",GWS,MID,"Lachie’s Flesh Clarrynet",28,211,11,69.1,98.35,91.5,95,570,96.2,102,113,6,80.7,10.5,21.2,2.8,0,3.5,0.7,1.5,0.3,0.5
"Jason Horne-Francis",PTA,MID/FWD,"Banks' Palm Cards",22,86,5,39.7,98.76,89.4,94.8,569,103.8,101.3,126,6,78.8,15.5,5.8,6,0,3,1.5,2,1.7,1.2
"Tom Liberatore",WBD,MID,"Naughty Dog Entertainment",33,261,16,91.5,98.21,95,94.3,377,94.3,96.3,59,4,68,13,11.5,3.5,0,5.5,0.5,0.8,0.3,0
"Sam Flanders",STK,MID/FWD,"Kids can call you Bont-ju",24,95,7,26.6,98.76,96.9,94,564,92.8,92.7,99,6,79.8,12.7,12.2,4.8,0,4,1.8,0.3,0,0.3
"Jack Crisp",COL,MID,"Banks' Palm Cards",32,280,15,171.2,93.54,84.1,93.5,561,92.8,89.3,89,6,78.5,11.2,11.3,7.2,0,3.5,0.3,0.2,0.3,0
"Josh Rachele",ADE,MID/FWD,"Jags to riches",23,76,5,102.9,96.42,68.2,93.5,561,92.6,93,67,6,81.2,15.5,7.5,3.7,0,3.7,1.2,1.7,1.7,0.2
"Luke Parker",NTH,DEF/MID,"Heartbreak Jake & da Subs",33,321,16,220.0,94.50,78.1,93,558,91.6,85.3,89,6,88.3,14.5,10.5,7.3,0,1.7,0.8,0.7,0.2,0
"Touk Miller",GCS,MID,"JD Vyvance",30,220,12,92.5,97.52,88.7,93,558,89.8,83,103,6,80,11.2,15.2,4,0,3.5,0.3,0.5,0.7,0.3
"Wayne Milera",ADE,DEF,"Jags to riches",28,129,11,243.3,89.68,72,92.2,553,88.4,100,117,6,81,15.8,9.7,5.8,0,2.2,0.2,0.3,0,0
"Josh Worrell",ADE,DEF,"Prince McAndrew",25,61,7,134.8,95.32,76.1,91.7,550,91.2,86.7,114,6,86.2,17,8.7,7.2,0,1.2,0.7,1.2,0,0
"Brad Hill",STK,MID/FWD,"Banks' Palm Cards",32,283,15,228.8,92.16,72,91.5,549,92,88.7,91,6,83.7,16.3,6.3,6.5,0,2.2,0.3,0.7,0.5,0.3
"Jai Newcombe",HAW,MID,"Banks' Palm Cards",24,108,6,59.6,97.80,89.1,91.2,547,92.8,91,99,6,79.3,12.5,13.3,3.5,0,4,2.3,1.7,0.5,0.2
"James Sicily",HAW,DEF,"Lachie’s Flesh Clarrynet",31,185,13,150.6,96.29,79.1,91,546,91.4,82.7,67,6,91.8,14.7,7.5,7.7,0,2.3,1.7,0.7,0,0
"Tim English",WBD,RUC,"Scissorlift Victims Unit",28,158,10,10.5,99.04,110.5,91,364,91,85.3,51,4,73.3,9,6.3,4,27,2.3,2.8,0.8,0.5,0
"Caleb Daniel",NTH,DEF,iWalshMyslfwthATonInMyMid,29,221,12,150.3,95.87,84.2,90.8,545,92.8,86,87,6,85.8,15.2,9.5,5.3,0,3.2,0.7,1,0,0
"Jarman Impey",HAW,DEF,"Baz’s 8-balls",30,227,13,196.6,90.51,79.6,90,540,94.4,99.3,115,6,82.7,14.8,7.7,8,0,2,0.2,0.7,0,0
"Bodhi Uwland",GCS,DEF,"Naughty Dog Entertainment",22,55,5,243.3,88.45,65.9,89.8,539,96.4,85.7,85,6,88.2,15.8,8.5,6.3,0,1.7,1.2,0.5,0,0
"Milan Murdock",WCE,MID,"Baz’s 8-balls",25,3,1,,73.73,67.8,89.7,269,89.7,89.7,86,3,73.3,9.7,9.3,1,0,7.7,1.3,0.7,1.3,1
"Jack Ginnivan",HAW,FWD,"Naughty Dog Entertainment",23,96,6,128.1,96.01,75.8,89.2,535,90.6,94,79,6,81.7,14.5,6.5,6.7,0,1.2,1,0.3,1.2,1
"Jordan Clark",FRE,DEF,"JD Vyvance",25,132,8,38.3,98.49,93.4,89.2,535,93.2,93,117,6,82.5,16.5,7.3,5.2,0,2.3,0.7,0.5,0.2,0
"Nick Madden",GWS,RUC,"The Forrie Crystals",21,5,4,231.0,86.24,67,89,178,89,89,67,2,70,4,10,2,31,5,2,1,0,1
"Marcus Windhager",STK,DEF/MID,"Heartbreak Jake & da Subs",22,81,5,89.4,96.29,84.3,88.7,532,83.2,83.3,91,6,83.3,16,8.3,5.7,0,1.8,1.2,0.5,0,0
"Andrew Brayshaw",FRE,MID,"The Forrie Crystals",26,176,9,20.2,99.17,103.6,88.5,531,95.6,84.3,64,6,78,10.8,11.3,2.3,0,6.5,1.3,1.5,0.5,0.5
"Tanner Bruhn",GEE,MID,"Lachie’s Flesh Clarrynet",23,72,6,154.9,94.64,68.1,88.5,531,86.6,95.3,77,6,69.5,13.7,9.7,4.8,0,3.3,1.5,0.7,0,0.8
"Sam Berry",ADE,MID,"Kids can call you Bont-ju",24,82,6,284.5,85.28,62.4,88.3,530,88.2,82.3,80,6,73,11.8,10.3,2,0.2,6.3,1.5,0.8,0.2,0.7
"Jack Ross",RIC,MID/FWD,"Naughty Dog Entertainment",25,99,8,160.7,94.09,72.5,88.2,529,87.2,91,123,6,80,8.3,13.3,3.8,0,5.7,2.2,0.8,0.3,0.7
"Dylan Stephens",NTH,MID,"Naughty Dog Entertainment",25,87,7,,80.06,61.4,87.7,526,78.2,80,89,6,87.5,14.5,7,6.5,0,2.5,0.8,0.8,0.3,0.3
"Nic Newman",CAR,DEF,iWalshMyslfwthATonInMyMid,33,137,12,151.6,94.36,84.2,87.7,263,87.7,87.7,101,3,78.7,17,3.7,5.3,0,2.7,0.7,0,0.3,0
"Brayden Maynard",COL,DEF,"Scissorlift Victims Unit",29,235,12,287.6,81.57,67,87.3,524,81,88.7,85,6,84.3,14.7,5.2,7,0,3.5,0.8,1,0,0.2
"Darcy Cameron",COL,RUC,"Prince McAndrew",30,126,10,45.5,98.49,99.8,87.3,524,82.4,88.7,108,6,78.5,9.5,6.5,3.8,19.3,3.5,2.7,1,0.2,0.3
"Elijah Tsatas",ESS,MID,"Kids can call you Bont-ju",21,18,4,276.4,80.19,64.3,87,174,87,87,89,2,76,10.5,16.5,5,0,1.5,0,0.5,0.5,0
"Connor Macdonald",HAW,FWD,"Lachie’s Flesh Clarrynet",23,96,5,94.8,95.74,73.5,86.7,520,88.2,89.3,66,6,79.2,14.3,7,4.8,0,3.2,0.7,0.7,0.5,0.8
"Jye Caldwell",ESS,MID,"Scissorlift Victims Unit",25,95,8,36.5,98.62,99.6,86.7,520,85.8,79,109,6,73.8,11,9.8,3,0,5.3,0.8,1,0.8,0.8
"Noah Anderson",GCS,MID,"Houston we have a problem",25,134,7,16.7,99.17,102.5,86.4,432,86.4,75.3,55,5,83.6,14.8,9.4,4,0,2.6,1.2,1.4,0.4,1.4
"Tom McCarthy",WCE,DEF,"Houston we have a problem",25,16,2,61.4,96.42,85.9,85.7,514,85.2,90.3,113,6,79.3,17.2,4.5,5.7,0,2.3,0.7,0.7,0,0.2
"Rory Laird",ADE,DEF,"Heartbreak Jake & da Subs",32,273,15,91.1,97.80,91.1,85.5,342,85.5,79.7,92,4,75.5,13.8,9.5,7.3,0,0.8,0.5,0,0,0
"Angus Anderson",COL,MID,"Baz’s 8-balls",22,2,1,321.0,74.00,56.3,85,170,85,85,78,2,68,13.5,3,4,0,5.5,1.5,0,0.5,0
"Lachlan McAndrew",ADE,RUC,"Prince McAndrew",25,8,6,187.3,90.51,75.6,84.8,509,87.6,87.3,65,6,73,5.8,5.8,1.8,33.3,4.7,1.5,1.2,0,0.2
"Wil Powell",GCS,DEF/MID,"Jags to riches",26,136,9,213.1,89.96,66.9,84.8,509,88,84.3,95,6,80.2,10.2,7.5,4.3,0,6.5,0.7,1,0.3,0.7
"Patrick Cripps",CAR,MID,"Scissorlift Victims Unit",31,236,13,88.5,97.66,90.1,84.5,507,90,88.3,81,6,81.2,9.7,14.8,2.2,0.2,5.5,2.2,2.3,0.2,1
"George Hewett",CAR,MID,iWalshMyslfwthATonInMyMid,30,206,13,73.5,97.66,96.1,84.3,337,84.3,87.3,93,4,73.5,9,11.5,4.5,0,5.3,1.5,1.3,0.3,0.5
"Kane Farrell",PTA,DEF,"The Forrie Crystals",27,120,9,153.0,93.40,79.4,84.2,505,88.2,78.7,60,6,81.2,16.5,3.7,6.5,0,2.7,0.3,1.2,0,0.3
"John Noble",GCS,DEF,"Kids can call you Bont-ju",29,143,8,86.5,96.97,86,83.8,503,77.6,77.3,66,6,82.5,13.8,10.8,4.3,0,1.5,0.7,0.7,0.5,0
"Riley Bice",SYD,DEF,"JD Vyvance",25,22,2,240.3,89.13,65.5,83.8,503,87.6,82.7,73,6,80.3,13.5,8.8,6.3,0,2,0.7,1,0.2,0
"Tom Atkins",GEE,MID,"JD Vyvance",30,159,8,147.5,93.40,84.4,83.5,501,79.8,75.3,69,6,73.7,8.2,12.2,1.8,0,7.5,1.7,0.8,0,0
"Murphy Reid",FRE,FWD,"Kids can call you Bont-ju",19,30,2,107.4,96.01,66.2,83.3,500,84.4,89.3,106,6,81.8,11.8,11.5,3.5,0,2.8,0.8,0.7,0.5,1.2
"Oliver Florent",CAR,DEF/MID,"Banks' Palm Cards",27,190,10,216.2,88.03,71,82.8,497,82.4,87,85,6,85.2,16,5.8,4.8,0,2.3,0.3,0.7,0.2,0
"Tim Taranto",RIC,MID,iWalshMyslfwthATonInMyMid,28,179,10,65.2,98.49,94.3,82.8,497,83.2,62.7,30,6,75.2,7.7,14.7,2.5,0,5.2,1,0.7,0.5,0.3
"Toby Nankervis",RIC,RUC,iWalshMyslfwthATonInMyMid,31,181,13,116.6,90.78,89.1,82.5,165,82.5,82.5,86,2,63.5,9,8,2,20,4,2,1.5,0,0
"Luke Ryan",FRE,DEF,GuldenEye,30,184,10,116.3,95.32,84.4,82.4,412,82.4,82.3,90,5,87.2,16.8,3,7,0,1.8,0.6,1,0,0.2
"Josh Dunkley",BRL,MID,GuldenEye,29,200,11,24.1,98.62,106.4,82.2,493,84,73.7,83,6,78.3,9.2,11.2,4.5,0,5.2,0.3,0.8,0,0.3
"Tom Stewart",GEE,DEF,"Scissorlift Victims Unit",33,197,10,144.5,96.42,80.3,82.2,493,83.6,67.3,63,6,82.3,16.3,4.7,5.2,0,2,1.3,0.7,0.2,0
"Darcy Wilmot",BRL,DEF,"Kids can call you Bont-ju",22,89,5,78.2,95.74,82.4,82,492,82,77,105,6,86.3,15.8,4.8,6.8,0,1.2,0.5,0.3,0,0.2
"Jacob Farrow",ESS,DEF/MID,"Lachie’s Flesh Clarrynet",18,4,1,162.4,92.85,62.5,81.8,327,81.8,87,58,4,77.8,13.8,4.5,8.5,0,1.5,0.5,0.3,0,0.3
"Josh Battle",HAW,DEF,"The Forrie Crystals",27,155,10,211.5,85.14,71.8,81.8,491,82.8,81.3,86,6,94,13.5,6,7.8,0,1.7,1,0.7,0,0.2
"Marc Pittonet",CAR,RUC,iWalshMyslfwthATonInMyMid,29,86,12,194.5,90.10,79,81.7,490,79.6,93.7,92,6,72.5,7,7.5,1.3,25.5,2.8,2.2,1.2,1,0.2
"Matt Rowell",GCS,MID,"Lachie’s Flesh Clarrynet",24,113,7,35.1,98.35,100.2,81.7,245,81.7,81.7,98,3,83,12,14.7,2,0,4.7,1.7,3.3,0,0
"Callum Mills",SYD,DEF,"Naughty Dog Entertainment",29,180,11,82.2,96.56,82,81.5,489,84.4,81.7,72,6,74.5,11,12.3,5.7,0,2,0.7,0.7,0,0.2
"Lawson Humphries",GEE,DEF,"Kids can call you Bont-ju",22,42,3,115.0,92.85,74,81.5,489,85.2,93.3,107,6,82.2,13.3,5.3,6.3,0,2.7,0.7,0.2,0.2,0
"Toby Greene",GWS,MID/FWD,"Prince McAndrew",32,267,15,123.1,96.70,82.6,81.5,489,82.4,80.3,74,6,80.8,14.5,9.5,3.3,0,2.3,1.2,2,0.5,1.5
"James Rowbottom",SYD,MID,"Heartbreak Jake & da Subs",25,146,8,155.4,91.33,78.8,81.3,488,79.2,76.3,72,6,73,8.8,8.5,1.8,0,8,1.7,0.8,0.2,0.2
"Darcy Parish",ESS,MID,iWalshMyslfwthATonInMyMid,28,171,11,105.2,93.67,76.7,81.2,487,82.4,90.3,109,6,73.8,12,12.5,3.7,0,2.8,0.8,1,0,0
"Hugo Garcia",STK,MID,"Heartbreak Jake & da Subs",20,31,3,197.5,85.56,73.6,81.2,487,81.6,87,93,6,73.5,10,9.8,2.5,0,5.8,1,0.5,0.2,0.2
"Jarrod Witts",GCS,RUC,GuldenEye,33,211,15,123.5,95.74,87.5,81.2,487,81.6,67.3,96,6,78.2,6.2,6.7,1.7,37.3,2.7,1.7,2.2,0.2,0.2
"Lachie Schultz",COL,FWD,"Scissorlift Victims Unit",28,132,8,174.7,93.81,76.3,81.2,487,75,72.7,79,6,81.5,9.3,6.3,5.3,0,4.5,1.2,0.5,1,0.8
"Adam Cerra",CAR,MID,"JD Vyvance",26,151,9,78.4,95.87,91.7,81,243,81,81,84,3,73,9.7,11.7,2.3,0,5.3,1,1,0.3,0.3
"Nick Blakey",SYD,DEF,"Scissorlift Victims Unit",26,157,8,59.1,96.70,87.4,81,486,85,83.3,120,6,85.2,16.3,8.2,3.5,0,1.5,1,1.7,0.5,0.2
"Levi Ashcroft",BRL,MID,"Scissorlift Victims Unit",19,33,2,67.4,96.29,80,80.8,485,83.4,84.3,94,6,78.5,12.7,7.7,6.5,0,1.5,0.5,0,0.2,0.5
"Angus Sheldrick",SYD,MID,"The Forrie Crystals",22,34,5,183.0,88.72,72.1,80.6,403,80.6,82,79,5,60,11.4,11,2.4,0,4,0.6,0.6,0.4,0
"Zac Bailey",BRL,MID/FWD,"Naughty Dog Entertainment",26,171,9,63.5,97.52,81.2,80.6,403,80.6,83.7,39,5,85.6,12,7,4.4,0,3,0.6,1.6,1.4,1.2
"Connor Rozee",PTA,DEF/MID,"Lachie’s Flesh Clarrynet",26,152,8,13.7,98.49,102.7,80.5,161,80.5,80.5,72,2,67.5,12.5,10,4.5,0,3,0.5,1,0,0
"Jack Bowes",GEE,MID,"The Forrie Crystals",28,146,10,,63.00,64.3,80.3,241,80.3,80.3,86,3,70,11,7.3,4.7,0,3,0.7,0.3,1,1
"Hayden Young",FRE,MID,iWalshMyslfwthATonInMyMid,25,91,7,61.6,96.42,86.5,80,160,80,80,92,2,71.5,11.5,8,5,0.5,3,0,0.5,0.5,0.5
"James Peatling",ADE,MID,"Lachie’s Flesh Clarrynet",25,74,6,167.3,85.14,77.2,80,480,82.4,95.3,119,6,71.8,13.3,7.3,2.5,0,4.2,1.5,0.8,0.3,0.2
"Riley Thilthorpe",ADE,FWD,"JD Vyvance",23,84,6,54.4,98.07,84,79.8,479,77.4,78.7,89,6,87.5,10.7,3.5,6.2,1.3,1.8,1.7,0.2,1.8,1.5
"Josh Treacy",FRE,FWD,"JD Vyvance",23,86,6,165.7,95.46,68.8,79.7,478,82.4,60.7,46,6,88.7,9.2,4.2,7,0,2.8,1.7,1.5,2.2,1.3
"Bailey J. Williams",WCE,RUC/FWD,"Kids can call you Bont-ju",26,90,8,,77.72,56.8,79.5,159,79.5,79.5,44,2,72.5,6.5,7,3,24,2.5,3,0,0,0
"Ryley Sanders",WBD,MID/FWD,"The Forrie Crystals",21,40,3,99.6,94.77,72.4,79.4,397,79.4,93.7,79,5,80.6,7.4,17.4,3.2,0,3.8,1.2,1.2,0,0
"Connor Budarick",WBD,DEF/FWD,"Kids can call you Bont-ju",25,60,7,203.5,87.76,54.1,79.2,396,79.2,71.7,64,5,79.8,14,7.4,4.6,0,1.8,1.4,0.4,0.2,0
"Mark Blicavs",GEE,RUC,"Banks' Palm Cards",35,300,15,251.2,78.95,70.2,79.2,396,79.2,88.3,93,5,77.8,7.2,9.4,3,13.2,4.2,1.2,1,0.2,0.4
"Shai Bolton",FRE,MID/FWD,"Banks' Palm Cards",27,164,10,119.4,96.29,73.5,79.2,475,82.6,63.7,61,6,81.7,12,10.5,2.2,0,2.8,0.3,1.2,1.2,0.5
"Jordan Ridley",ESS,DEF,"Heartbreak Jake & da Subs",27,106,10,198.8,92.02,76.8,79,158,79,79,52,2,59,13,5.5,9,0,0.5,0,0,0,0
"Rhyan Mansell",RIC,FWD,"Free Agent",25,74,6,,12.38,58.9,79,79,79,79,79,1,82,9,3,7,0,4,0,1,2,0
"Willem Duursma",WCE,MID,"Naughty Dog Entertainment",18,6,1,114.5,93.95,68.4,79,474,81,78,85,6,79.5,10.5,7,5.5,0,2.3,0.7,0,1,1
"Tom Powell",NTH,MID,"JD Vyvance",24,97,6,113.1,92.98,83.4,78.8,473,80.6,71,87,6,76.8,11.7,7.3,5.8,0,2.3,0.5,0.7,0.5,0.8
"Willem Drew",PTA,MID,"The Forrie Crystals",27,136,10,185.4,87.21,78.3,78.8,473,79,72,78,6,77.2,8.3,10.2,2.7,0,6,1.8,0.8,0.3,0.2
"James Worpel",GEE,MID,"Banks' Palm Cards",27,151,9,147.2,91.61,79.7,78.7,236,78.7,78.7,72,3,68,9,8.7,2,0,7.7,1,2,0.3,0.7
"Josh Ward",HAW,MID,"Jags to riches",22,73,5,124.9,94.36,77,78.7,472,79.8,67.3,50,6,76.8,11.3,10,3.8,0,3.3,0.7,0.3,0,0.2
"Colby McKercher",NTH,DEF,"JD Vyvance",21,45,3,36.7,97.52,88.4,78.5,471,86.2,83.3,90,6,79.2,14.7,8.3,2.5,0,2.3,0.5,0.5,0.3,0
"Dion Prestia",RIC,MID,"Baz’s 8-balls",33,242,16,286.0,73.87,73.5,78.4,392,78.4,82,82,5,76.6,9.4,10.6,4.8,0,3.6,0.6,0.6,0.2,0.2
"Jase Burgoyne",PTA,DEF/MID,"Houston we have a problem",22,62,5,121.2,93.81,78.5,78.3,470,80.2,69.7,76,6,82.7,11,8,4.8,0,3.3,1.2,0.7,0.3,0.3
"Jarrod Berry",BRL,MID,"Kids can call you Bont-ju",28,190,10,148.0,93.12,82.1,78.2,469,75,64.7,32,6,68.5,11.8,7.2,5.2,0,3,1.5,0.7,0.2,0.3
"Cooper Lord",CAR,MID,"Banks' Palm Cards",21,25,3,181.6,83.08,75.4,78,156,78,78,80,2,76,12.5,10.5,4,0,1,1.5,0.5,0.5,0.5
"Jy Simpkin",NTH,MID/FWD,"Lachie’s Flesh Clarrynet",28,179,10,92.8,96.56,81.4,78,468,79.4,78.7,77,6,84.3,13.2,8.5,4.2,0,2.5,1,1.3,0.3,0
"Blake Hardwick",HAW,DEF,"Banks' Palm Cards",29,204,11,,50.62,62.7,77.8,467,84.2,91.3,84,6,91.2,12.5,5.3,6.5,0,3,1.2,1,0,0
"Luke McDonald",NTH,DEF,"The Forrie Crystals",31,224,13,,32.87,60.3,77.7,466,77.4,82,101,6,84.8,13,5,6.8,0,2.3,0.8,1,0.2,0
"Joe Fonti",GWS,DEF,GuldenEye,21,27,3,297.3,80.61,52.6,77.5,465,75,72.7,70,6,83,10.3,7.7,6.8,0,3.3,0.8,1.2,0,0
"Trent Rivers",MEL,DEF,"Prince McAndrew",24,125,7,72.8,92.02,85,77.5,155,77.5,77.5,92,2,70,10.5,8,6.5,0,2.5,0,0,0,0.5
"Keidean Coleman",BRL,DEF,"Lachie’s Flesh Clarrynet",26,72,7,133.2,93.54,74.6,77.3,464,78.2,82.7,80,6,77.7,12.5,5.8,6.7,0,1.5,0.7,0.2,0.3,0
"Mitch Lewis",HAW,FWD,"Heartbreak Jake & da Subs",27,84,10,,55.30,62.5,77.3,464,79.4,88.7,94,6,78,9.5,4.2,7.7,0,1.7,1.2,0.5,1.7,1.2
"Tom Sparrow",MEL,MID/FWD,"Prince McAndrew",25,123,8,283.7,85.69,63.6,77.3,464,87.4,81,63,6,70.5,9.2,8,1.8,0,6,0.8,0,0.5,0.5
