name,team,position,owner,age,careerGames,seasons,adp,ownedPct,projAvg,avgPts,totalPts,L5,L3,L1,games,TOG%,kicks,handballs,marks,hitouts,tackles,freesFor,freesAgainst,goals,behinds
"Zak Butters",PTA,MID,"Houston we have a problem",25,156,8,11.7,98.63,103.3,104.5,1777,105.8,108.7,95,17,82.4,17,12.8,3.5,0,4.2,2,1.2,0.3,0.6
"Marcus Bontempelli",WBD,MID,"Kids can call you Bont-ju",30,277,13,10.0,99.32,112.5,104.1,1978,105.4,112.3,114,19,84,13.8,12.9,3.8,0.2,4.5,0.8,0.8,1.4,0.5
"Lachie Neale",BRL,MID,"Lachie’s Flesh Clarrynet",33,313,15,81.7,98.50,93,103.5,1966,103.6,111.3,78,19,82.9,13.9,16.4,5.7,0,2.4,1.1,0.3,0.3,0.4
"Max Holmes",GEE,MID,"Kids can call you Bont-ju",23,120,6,17.7,98.08,103.4,102.4,1843,99.4,97.3,69,18,79.7,17.1,12.1,4.9,0,3.1,0.8,0.8,0.2,0.3
"Errol Gulden",SYD,MID,GuldenEye,24,110,6,9.8,98.77,108.8,102.3,716,97.8,104.7,137,7,79.7,16.9,9.6,3.6,0,6,0.7,1.4,0.1,0.6
"Luke Jackson",FRE,RUC/FWD,"Lachie’s Flesh Clarrynet",24,138,7,16.7,98.91,95,102.1,1940,88.6,87,109,19,77.3,7.2,11.5,2.6,24.8,5.2,1.7,1.6,1.1,0.7
"Brodie Grundy",SYD,RUC,"Heartbreak Jake & da Subs",32,260,14,32.0,98.91,103.9,102,1836,96.4,90.7,106,18,80.2,7,12.9,2.2,35.6,3.9,2.1,2.7,0.5,0.4
"Ed Richards",WBD,MID,"Naughty Dog Entertainment",27,166,9,36.6,99.04,97.5,101.3,1823,97.6,101.7,128,18,79.6,17,8.4,4.1,0,4.7,1,1.2,0.8,0.2
"Noah Anderson",GCS,MID,"Houston we have a problem",25,147,7,17.0,98.91,102.5,101.3,1824,98.6,95.7,110,18,85.1,16.6,11.3,5.3,0,3.2,0.7,1.1,0.3,0.6
"Clayton Oliver",GWS,MID,"Lachie’s Flesh Clarrynet",29,224,11,68.9,98.22,91.5,99.5,1891,100.8,92.3,104,19,81.6,11.4,19.9,3,0,5,1.2,2.1,0.2,0.3
"Jack Sinclair",STK,DEF,"The Forrie Crystals",31,225,12,36.0,96.44,100,99.1,1486,82,66.7,2,15,78.8,19.1,8.1,6.3,0,1.6,0.4,0.3,0.1,0.1
"Lachie Whitfield",GWS,DEF,"Naughty Dog Entertainment",32,274,14,28.4,99.04,104.2,98.9,1682,88.8,86.7,104,17,77.9,17.3,11,6.1,0,2.2,0.6,0.9,0,0
"Sam Walsh",CAR,MID,iWalshMyslfwthATonInMyMid,26,152,8,32.7,99.04,96.7,98.8,1878,102.2,112,116,19,78.6,12.2,16.3,4.1,0,4.5,1.2,1.3,0.3,0.4
"Dayne Zorko",BRL,DEF,GuldenEye,37,314,15,85.5,98.22,93.9,98.1,981,95.6,93,130,10,74.1,19.6,5.6,6.9,0,1.6,1,0.4,0.2,0
"Archie Roberts",ESS,DEF/MID,"The Forrie Crystals",20,44,3,44.8,98.22,91.6,97.4,1656,70.2,77.3,75,17,82.4,20.4,8.6,5.7,0,1.1,0.6,1.1,0.1,0.1
"Josh Daicos",COL,DEF,iWalshMyslfwthATonInMyMid,27,170,10,35.4,99.18,96.5,97.3,1849,98.6,96.3,64,19,83.8,16,10.3,6.2,0,2.7,0.6,0.6,0.1,0.3
"Callum Wilkie",STK,DEF,"Heartbreak Jake & da Subs",30,174,8,126.2,97.13,82,97.1,1845,96.2,85.7,61,19,95.4,15.6,7.3,9.7,0,1.7,0.8,0.5,0,0.1
"John Noble",GCS,DEF,"Kids can call you Bont-ju",29,156,8,86.2,97.67,86,96.9,1841,85.2,78,61,19,81.9,17.1,8.8,6.9,0,1.5,0.8,0.7,0.4,0.2
"Brad Hill",STK,D/M/F,uFlorent,33,296,15,226.2,94.66,72,96.6,1836,125.4,117.7,131,19,85.2,16.5,9.2,6.8,0,1.6,0.3,0.5,0.5,0.2
"Jason Horne-Francis",PTA,MID/FWD,uFlorent,23,98,5,39.5,98.63,89.4,95.8,1724,105.4,98.3,108,18,79.9,15.9,7.3,4.9,0,3.4,2.1,2,1.3,0.8
"Andrew Brayshaw",FRE,MID,"The Forrie Crystals",26,189,9,20.1,99.04,103.6,95.7,1818,102.4,93.7,104,19,78.4,11.5,13.5,3.3,0,6.1,1.2,1.1,0.3,0.2
"Tristan Xerri",NTH,RUC,"Jags to riches",27,91,9,13.4,99.04,107.3,95.7,1436,86.4,94.7,61,15,75.3,7.3,10.5,3.1,20.3,5.7,3.3,1.8,0.4,0.3
"Finn Callaghan",GWS,MID,"JD Vyvance",23,90,5,21.1,98.91,102.2,95.6,1817,92.2,81.3,72,19,81.2,13.4,14.7,3,0,4.3,0.9,1.2,0.4,0.1
"Wayne Milera",ADE,DEF,"Jags to riches",28,140,11,239.0,94.66,72,95.2,1618,103.6,109.3,111,17,80.7,16.8,8.8,5.9,0,2.6,0.6,0.9,0.1,0
"Kysaiah Pickett",MEL,MID/FWD,uFlorent,25,145,7,37.2,98.91,90.8,94.6,1798,82.8,85.7,70,19,83.4,16.1,6.3,3.2,0,4.5,1.4,1.2,1.3,0.8
"Bailey Dale",WBD,DEF,"Naughty Dog Entertainment",30,195,12,56.6,97.26,92.2,94.5,1606,106.6,113,100,17,82.6,20.2,6.8,4.6,0,1.6,0.6,0.4,0.1,0.2
"Sam Berry",ADE,MID,"Kids can call you Bont-ju",24,95,6,279.2,92.48,62.4,94.3,1792,96,104.7,112,19,71.4,11.5,11.5,2.6,0.1,7.6,1.3,1.2,0.1,0.4
"Luke Parker",NTH,DEF/MID,"Heartbreak Jake & da Subs",33,334,16,217.4,95.90,78.1,93.9,1784,93,86.3,91,19,86.7,15.9,9.5,6.8,0,1.8,1,0.7,0.1,0
"Zac Bailey",BRL,MID/FWD,"Naughty Dog Entertainment",26,184,9,63.7,97.40,81.2,93.6,1684,105.4,108.3,133,18,84.7,13.9,7.7,5.4,0,3,0.8,1.1,1.6,0.9
"Jack Steele",MEL,MID,uFlorent,30,221,12,61.8,98.77,96.7,93.4,1774,90.8,99.7,101,19,77.2,9.7,14.5,3.4,0,6.1,1.1,0.5,0.2,0.2
"Jarman Impey",HAW,DEF,"Xing’s Brother",31,238,13,194.6,95.08,79.6,92.4,1570,98.6,117.7,147,17,77.6,15.9,8,7.5,0,1.6,0.4,0.5,0.2,0.1
"Patrick Cripps",CAR,MID,"Kids can call you Bont-ju",31,249,13,87.6,97.81,90.1,92.3,1753,103.2,106,103,19,81.7,10.4,16.4,2.6,0.1,5.1,1.9,2.3,0.7,0.8
"Tom Sparrow",MEL,MID/FWD,"Prince McAndrew",26,136,8,278.2,93.43,63.6,92.3,1753,105.6,111.3,109,19,74.8,12.9,9.8,2.8,0,6.2,1.2,1.2,0.4,0.6
"Jayden Short",RIC,DEF,"Scissorlift Victims Unit",30,207,12,123.6,96.58,86.1,92.2,1568,82,82.7,124,17,81.7,18.4,5.3,7.4,0,1.1,0.7,0.6,0.1,0.2
"Caleb Serong",FRE,MID,iWalshMyslfwthATonInMyMid,25,143,7,26.7,98.77,99,92.1,1474,96.8,104.7,102,16,78.2,13.7,11.5,2.5,0,4.8,1,0.6,0.4,0.2
"Sam Flanders",STK,MID/FWD,"Scissorlift Victims Unit",25,101,7,26.7,92.75,96.9,91.9,1103,90.8,87.3,36,12,74.9,12.8,10.4,5.6,0,3.8,1.3,0.3,0.1,0.3
"Josh Dunkley",BRL,MID,GuldenEye,29,213,11,23.9,98.63,106.4,91.6,1741,111.4,104,107,19,79,10.1,10.3,4.7,0,6.7,0.6,0.8,0.2,0.3
"Tim Taranto",RIC,MID,"Naughty Dog Entertainment",28,190,10,65.1,98.36,94.3,91.6,1558,100.2,100,91,17,80.6,10.8,13.4,3.1,0,4.7,1.4,0.6,0.7,0.8
"Jake Bowey",MEL,DEF,"Prince McAndrew",23,95,6,156.3,94.94,75.5,91.1,1002,96.2,105,84,11,82.9,17.9,7.1,4.4,0,2.4,0.7,0.3,0.1,0.2
"Matt Rowell",GCS,MID,"Lachie’s Flesh Clarrynet",25,124,7,35.0,98.50,100.2,90.8,1271,92.2,100,95,14,81.4,11.9,12.8,2.1,0,6.3,2.1,1.9,0.2,0.2
"Rory Laird",ADE,DEF,"Heartbreak Jake & da Subs",32,284,15,90.9,97.67,91.1,90.7,1360,94.8,79.3,55,15,77.9,13.9,10.1,6.8,0,2.4,0.8,0.7,0,0
"Chad Warner",SYD,MID/FWD,uFlorent,25,127,7,49.4,98.77,92.5,90.6,1721,104.4,98.7,106,19,78.9,14,9.3,3,0,3.6,1,1.2,1.4,1.2
"Caleb Daniel",NTH,DEF,"Prince McAndrew",30,234,12,148.6,96.03,84.2,90,1710,87.8,76.3,81,19,84.3,15.4,9.4,5.5,0,2.3,0.5,0.4,0,0.1
"Luke Davies-Uniacke",NTH,MID,"Prince McAndrew",27,149,9,58.6,97.81,91.2,90,1710,87.4,73,68,19,82.7,11.7,13.2,4,0,4.6,1.5,1.7,0.3,0.2
"Matthew Kennedy",WBD,MID,"Prince McAndrew",29,160,11,81.2,97.81,91.7,89.8,1706,82.4,78.3,79,19,74.7,12.6,11.2,4.2,0.4,4.6,0.7,1.6,0.3,0.4
"Callum Mills",SYD,DEF,"Naughty Dog Entertainment",29,192,11,82.5,96.72,82,89.1,1604,93.6,87.7,68,18,80.4,12.8,11.7,5.7,0,2.6,0.6,0.3,0,0.1
"Dan Houston",COL,DEF/MID,"Houston we have a problem",29,208,11,125.8,96.17,74.1,88.8,1688,91.2,89.7,58,19,80.3,14.1,8.1,6.8,0,2.5,0.4,0.5,0.2,0.5
"Hugo Garcia",STK,MID,"Heartbreak Jake & da Subs",21,44,3,195.3,94.66,73.6,88.7,1685,105,92,67,19,74.5,10.6,13.1,2.5,0,5.3,1.2,0.7,0.4,0.4
"Will Day",HAW,MID,"Jags to riches",25,83,7,124.3,95.49,77.3,88.6,620,88.2,87.3,94,7,69.3,12,10.3,3.7,0,5,1.3,2,0.9,0.4
"Touk Miller",GCS,MID,"JD Vyvance",30,233,12,92.2,97.26,88.7,88.3,1677,90,88.3,74,19,82.1,10.4,14.5,3.7,0,4.1,0.6,0.8,0.4,0.3
"Connor Macdonald",HAW,FWD,"Lachie’s Flesh Clarrynet",23,109,5,95.0,95.62,73.5,88.2,1676,96.4,110.3,108,19,78.9,12.8,9.4,4.8,0,3.2,0.6,0.6,0.7,0.6
"Darcy Cameron",COL,RUC,"Prince McAndrew",31,138,10,47.2,98.63,99.8,88.2,1588,100.6,120,137,18,79.2,8.7,8.6,3.6,21.9,3.2,2.3,1.3,0.1,0.2
"Tom McCarthy",WCE,DEF,"Houston we have a problem",26,28,2,62.1,97.26,85.9,88.2,1588,85.4,92.3,93,18,80.2,16.9,5.7,6.1,0,2,0.4,0.3,0.1,0.1
"Nic Newman",CAR,DEF,"Prince McAndrew",33,150,12,150.7,96.03,84.2,87.7,1403,79,67.3,5,16,79,16.1,5.2,6.8,0,2.5,0.7,0.9,0.1,0.1
"Darcy Wilmot",BRL,DEF,"Kids can call you Bont-ju",22,102,5,78.3,96.85,82.4,87.6,1664,74.2,76.7,68,19,84.5,17.1,5.3,6.9,0,1.7,0.5,0.9,0.1,0.1
"Izak Rankine",ADE,MID/FWD,"Jags to riches",26,121,8,42.3,98.22,87.5,87.6,1402,93,111,103,16,78.8,12.8,8.8,3.7,0,4,1.1,0.9,0.9,0.9
"Bodhi Uwland",GCS,DEF,"Naughty Dog Entertainment",23,68,5,240.3,93.43,65.9,87.5,1663,85.4,81,66,19,86.4,15.3,8.5,6.3,0,1.6,1.1,0.6,0.1,0.1
"Jai Newcombe",HAW,MID,uFlorent,24,121,6,59.3,97.95,89.1,87.5,1662,81,74.3,94,19,79.4,12.1,14,3.1,0.1,3.8,2.4,1.9,0.3,0.3
"Christian Petracca",GCS,MID/FWD,iWalshMyslfwthATonInMyMid,30,229,12,40.8,98.91,90.4,87.1,1480,71.8,73.7,75,17,81.5,11.4,13.4,3.3,0,2.4,0.9,0.9,1.3,0.9
"Tim English",WBD,RUC,"Scissorlift Victims Unit",28,167,10,10.5,98.91,110.5,87,1131,83.8,84.3,95,13,75.5,8.1,6.8,4.9,23.2,2.4,1.6,1,0.5,0.2
"Blake Acres",CAR,MID,"The Forrie Crystals",30,193,13,253.1,78.52,76.1,86.8,521,89.2,82,95,6,86.3,11.7,9.3,7,0,2.8,0.3,0,0,0.5
"Darcy Wilson",STK,MID/FWD,"Houston we have a problem",20,59,3,132.1,94.39,70.3,86.4,1556,103,107.3,113,18,82.9,11.6,10.7,4.8,0,2.8,0.8,0.7,0.9,0.8
"Jack Crisp",COL,MID,uFlorent,32,293,15,169.4,94.66,84.1,86.4,1642,77.8,67.3,67,19,77.9,10.6,10.7,5.1,0,4.3,0.8,0.6,0.3,0.3
"James Sicily",HAW,DEF,"Lachie’s Flesh Clarrynet",31,197,13,150.8,95.90,79.1,86.4,1555,80.8,83.3,98,18,90,14.2,7.6,7.4,0,1.9,1.2,0.9,0.1,0.1
"Max Hall",STK,MID/FWD,"Prince McAndrew",24,42,3,143.1,94.94,68.9,86.3,1640,97.6,87.3,79,19,80.6,10.3,10.9,4.4,0,3.6,0.9,0.6,1,0.7
"Jordan de Goey",COL,MID/FWD,"JD Vyvance",30,200,12,157.1,95.21,68.8,85.5,1539,90,95,91,18,77.8,12.4,8.8,5.2,0,2.4,0.7,0.6,1,0.7
"Toby Greene",GWS,MID/FWD,"Prince McAndrew",32,279,15,122.4,95.35,82.6,85.2,1533,87,89.7,34,18,80.5,14.3,6.8,3.7,0,2.6,1.1,1.6,1.6,1.2
"Lachlan McAndrew",ADE,RUC,"Prince McAndrew",26,21,6,184.3,93.57,75.6,84.9,1613,83.4,76.3,78,19,71.3,5.5,6.1,2.4,31.3,5,1.5,1.9,0.3,0.1
"Justin McInerney",SYD,MID/FWD,"Heartbreak Jake & da Subs",25,122,8,103.3,92.34,79.6,84.6,1100,69.8,53.7,65,13,78,9.8,13.6,4.2,0,2.5,1.3,1.1,1.1,0.9
"Tom Liberatore",WBD,MID,"Naughty Dog Entertainment",34,265,16,91.9,96.85,95,84.6,677,71.8,69.7,73,8,69.4,10.8,12.8,3,0,4.5,0.5,0.5,0.1,0.1
"Gryan Miers",GEE,MID/FWD,"Xing’s Brother",27,166,9,44.8,98.50,93.2,84.5,929,79.2,78,48,11,79.8,12.5,9.4,5.6,0,2.4,0.8,0.3,0.3,0.4
"Jase Burgoyne",PTA,DEF/MID,"Houston we have a problem",23,75,5,120.5,95.21,78.5,84.5,1606,87.8,95.3,81,19,82.7,12.9,7.8,5.1,0,3.1,0.8,0.4,0.4,0.2
"Karl Amon",HAW,DEF,"Heartbreak Jake & da Subs",30,210,13,103.9,95.35,87,84.5,1267,77.8,69.7,37,15,80.9,15.7,6.8,5.6,0,1.9,0.2,0.5,0,0.3
"George Hewett",CAR,MID,"Naughty Dog Entertainment",30,217,13,73.2,98.08,96.1,84.3,1265,78.8,63.3,92,15,70.3,9.9,12.3,3.5,0,3.9,1.3,0.9,0.8,0.5
"Marcus Windhager",STK,DEF/MID,"Heartbreak Jake & da Subs",23,94,5,88.8,96.44,84.3,84.3,1601,91,85.7,73,19,82.1,13.4,9.7,4.4,0,2.8,1.1,0.7,0.2,0.1
"Shai Bolton",FRE,MID/FWD,uFlorent,27,176,10,118.6,96.85,73.5,84.1,1514,81,78,66,18,80.6,12.1,11.4,2.8,0,3.4,0.7,1.3,0.9,0.7
"Nick Blakey",SYD,DEF,"Scissorlift Victims Unit",26,170,8,58.6,97.13,87.4,84,1596,79,81.3,87,19,82.6,17.3,7.9,3.7,0,1.4,1.2,1.1,0.3,0.3
"Jack Ross",RIC,MID/FWD,"Naughty Dog Entertainment",25,108,8,160.0,94.25,72.5,83.9,1259,73,66.7,94,15,76.1,7.9,14.6,3.8,0.1,4.7,1.5,0.9,0.3,0.5
"Rowan Marshall",STK,RUC,"JD Vyvance",30,173,10,56.0,98.63,98.6,83.7,1423,105.8,130.3,139,17,75.5,9.4,8.5,4.3,14.9,2.4,1.8,1.7,0.6,0.6
"Josh Ward",HAW,MID,"Jags to riches",22,86,5,125.2,94.25,77,83.4,1585,92.4,99.3,122,19,76.5,10.8,11.9,4.2,0,3.5,0.7,0.5,0.2,0.2
"Jack Ginnivan",HAW,FWD,"Naughty Dog Entertainment",23,109,6,127.6,96.44,75.8,83.3,1583,84.2,75,87,19,80,12.2,7.4,5.5,0,2.4,0.7,0.5,1,0.8
"Lawson Humphries",GEE,DEF,"Kids can call you Bont-ju",23,54,3,116.1,95.35,74,83.1,1496,82.4,89,75,18,81.3,14.7,5.9,5.8,0,2.3,0.7,0.4,0.2,0.2
"Scott Pendlebury",COL,MID,"Lachie’s Flesh Clarrynet",38,439,21,222.6,87.96,77.2,83.1,1164,76.8,83.3,114,14,70.9,10.4,13.5,4.9,0,2.1,0.6,0.4,0.4,0.3
"Josh Worrell",ADE,DEF,iWalshMyslfwthATonInMyMid,25,73,7,134.4,95.08,76.1,82.9,1492,75.2,66.7,84,18,88.1,14.7,7.9,5.9,0,1.7,1.1,0.8,0,0
"Bailey J. Williams",WCE,RUC/FWD,"Kids can call you Bont-ju",26,103,8,,91.52,56.8,82.7,1241,84,83.3,70,15,77.1,7.5,5.6,2.3,28.2,3,1.7,1.1,0.5,0.4
"Ryley Sanders",WBD,MID/FWD,"The Forrie Crystals",21,52,3,100.4,95.49,72.4,82.6,1405,70.6,72.3,64,17,81.2,9.2,14.9,3.5,0,3.8,0.9,0.9,0.2,0.2
"Tim Kelly",WCE,MID/FWD,"Heartbreak Jake & da Subs",32,181,9,202.6,93.02,72.9,82.6,1405,84,89.3,113,17,75.4,11.8,11.7,3.9,0,3.1,0.9,0.6,0.1,0.2
"Tanner Bruhn",GEE,DEF/MID,"Lachie’s Flesh Clarrynet",24,83,6,154.7,94.53,68.1,82.3,1399,73.6,75.3,101,17,68.8,12.8,8.7,4.5,0,3.3,0.9,0.4,0,0.4
"Murphy Reid",FRE,MID/FWD,"Kids can call you Bont-ju",19,43,2,108.1,96.44,66.2,82.2,1562,76,73.7,80,19,81.5,12.5,11.3,3.6,0,1.9,0.6,0.6,0.6,1
"Bailey Williams",WBD,DEF/MID,"Naughty Dog Entertainment",28,187,11,184.6,91.93,76.4,81.9,1065,67.6,76,79,13,79.8,12.2,8.1,6.4,0,1.9,0.9,0.6,0.5,0.6
"Kane Farrell",PTA,DEF,"The Forrie Crystals",27,127,9,152.2,84.95,79.4,81.9,1065,80,65,65,13,78.8,16.2,3.2,6.6,0,1.9,0.5,0.7,0.2,0.3
"Josh Battle",HAW,DEF,"The Forrie Crystals",27,166,10,208.8,91.93,71.8,81.3,1382,76.4,86,73,17,95.4,13.6,7.4,6.8,0,1.6,0.6,0.7,0.1,0.2
"James Peatling",ADE,MID,"Lachie’s Flesh Clarrynet",25,87,6,166.4,92.34,77.2,81.2,1543,75.8,80.7,43,19,70.2,11.7,8.5,2.8,0,4.8,1.8,0.6,0.2,0.3
"Luke Ryan",FRE,DEF,GuldenEye,30,197,10,116.2,95.62,84.4,81.2,1462,72,69.7,81,18,85.4,15.5,5,7,0,1.6,0.6,1.1,0,0.1
"Darcy Parish",ESS,MID,"Naughty Dog Entertainment",29,179,11,106.5,92.20,76.7,80.9,1132,76.8,57.3,55,14,74.6,12.2,12.3,3.7,0,2.4,1,1.1,0.1,0.4
"Jagga Smith",CAR,MID,"Jags to riches",20,19,2,67.9,96.03,69.2,80.9,1537,92.6,94.7,114,19,75.9,10.3,14.3,3.2,0,2.8,1,0.7,0.3,0.3
"Connor Rozee",PTA,DEF/MID,"Lachie’s Flesh Clarrynet",26,152,8,14.0,96.17,102.7,80.5,161,80.5,80.5,72,2,67.5,12.5,10,4.5,0,3,0.5,1,0,0
"Jordan Clark",FRE,DEF,"JD Vyvance",25,145,8,38.5,98.36,93.4,80.5,1530,80.4,75.7,68,19,83.3,14.5,7.5,4.7,0,2.2,0.6,0.8,0.1,0
"Jy Simpkin",NTH,MID/FWD,"Lachie’s Flesh Clarrynet",28,192,10,92.8,96.17,81.4,80.3,1525,86.8,107.3,107,19,83.1,12.7,9.2,5.1,0,1.9,0.9,1.1,0.5,0.5
"Rhys Stanley",GEE,RUC,"Free Agent",35,230,18,,20.66,62.7,80,80,80,80,80,1,66,8,9,3,17,3,0,0,0,0
"Ed Langdon",MEL,D/M/F,"Naughty Dog Entertainment",30,221,12,180.0,93.30,74.2,79.8,1516,76.8,80.3,80,19,89.2,11.1,9.2,5.8,0,1.9,0.3,0.4,0.6,0.4
"Will Setterfield",ESS,MID,GuldenEye,28,91,10,234.5,83.58,70.1,79.7,558,76,52,52,7,79.7,12.3,8.7,3.7,0,4.1,0.9,1.7,0.3,0.3
"Joe Richards",PTA,FWD,"Scissorlift Victims Unit",26,49,4,267.2,85.23,65.1,79.4,1430,84.2,89.7,137,18,80.3,10.8,6.9,4.2,0,4.6,0.7,0.6,0.5,0.6
"Connor Idun",GWS,DEF,"Houston we have a problem",25,136,8,206.4,89.60,72.7,79.3,1507,86.6,83.3,99,19,99.2,11.6,9.7,6.8,0,1.5,0.4,0.6,0,0
"Massimo D'Ambrosio",HAW,MID,"Jags to riches",23,85,5,179.4,89.47,75.9,79.3,1507,78.6,84,81,19,81.8,12.7,7.5,4.6,0,2.9,0.6,0.5,0.2,0.4
"Elijah Tsatas",ESS,MID,"Free Agent",21,22,4,277.4,77.02,64.3,79,474,77.8,80,85,6,69.5,10.5,13.7,4.3,0,1.5,0.5,0.2,0.2,0.2
"Jeremy Cameron",GEE,FWD,GuldenEye,33,296,15,111.3,92.75,83,79,1264,48.6,48,96,16,88.7,11.3,2.9,6.6,0.1,1.1,0.5,0.6,2.4,1.8
"Jordon Sweet",PTA,RUC,"Naughty Dog Entertainment",28,65,8,154.2,92.75,78.3,78.9,1420,74,75.3,92,18,80.8,6.7,6.1,2.2,31.2,2.6,1.7,2.1,0.4,0.8
"Adam Cerra",CAR,MID,"JD Vyvance",26,164,9,78.4,95.49,91.7,78.8,1260,81.6,76,68,16,72.6,10.9,8.8,4.7,0,3.6,0.8,0.8,0.3,0.3
"Brayden Maynard",COL,DEF,"Scissorlift Victims Unit",29,246,12,283.1,86.46,67,78.6,1337,66,72,64,17,78.4,13.2,4.8,5.2,0,4,0.8,1.1,0.1,0.1
"Willem Duursma",WCE,MID,iWalshMyslfwthATonInMyMid,19,18,1,114.8,94.53,68.4,78.2,1408,68.8,80,64,18,76.2,10.4,7.6,4.4,0,3.4,0.9,0.4,0.7,0.4
"Tom Stewart",GEE,DEF,"Scissorlift Victims Unit",33,208,10,143.9,95.08,80.3,78.1,1328,76,83.3,91,17,81.4,15.2,5.9,5.1,0,1.6,0.8,0.8,0.1,0.1
"James Worpel",GEE,MID,"The Forrie Crystals",27,156,9,147.1,88.24,79.7,77.8,622,77.2,89.7,80,8,70,10.9,7.1,2.9,0,5.9,0.8,1.8,0.5,0.3
"Marcus Herbert",WCE,DEF/MID,GuldenEye,23,6,1,,64.02,63.3,77.8,467,81.2,90.3,118,6,79.5,12.2,9,6.5,0,1.8,0,1.2,0,0
"Oliver Florent",CAR,DEF/MID,uFlorent,28,203,10,215.6,88.92,71,77.8,1479,73.4,75,86,19,82.7,14.6,6.9,4.7,0,1.8,0.4,0.7,0.1,0.2
"Josh Treacy",FRE,FWD,"JD Vyvance",23,99,6,165.6,95.21,68.8,77.7,1477,67.2,72,36,19,87.5,8.8,4.4,6.3,0,2.3,1.8,1,2.4,1.5
"Liam Duggan",WCE,DEF,uFlorent,29,219,12,160.7,89.33,83.2,77.3,1468,75.6,77.3,64,19,79.7,13.6,5.3,6.3,0,2,0.5,0.5,0,0.3
"Trent Rivers",MEL,DEF/MID,iWalshMyslfwthATonInMyMid,24,135,7,74.4,93.84,85,77,924,76.4,80.3,74,12,73.8,11.9,8.2,5,0,2.2,0.4,0.3,0.3,0.1
"Jack Gunston",HAW,FWD,iWalshMyslfwthATonInMyMid,34,296,17,259.1,84.40,67,76.9,1000,76.4,89.7,129,13,85.5,9.6,1.9,6.2,0,0.8,0.6,0.6,3.6,1.9
"Blake Hardwick",HAW,DEF,uFlorent,29,217,11,,79.48,62.7,76.7,1457,93.4,88,85,19,90.1,12.3,5.4,6.2,0,2.4,0.7,0.9,0.5,0.2
"Darcy Byrne-Jones",PTA,DEF/FWD,"Jags to riches",30,240,13,,79.21,55.7,76.7,1457,76.4,74,74,19,78.9,12.5,7.1,5.4,0,1.9,0.6,0.3,0.2,0.1
"Levi Ashcroft",BRL,MID,"Scissorlift Victims Unit",19,46,2,68.5,96.17,80,76.6,1455,78.2,67,87,19,77.6,12,7.9,5.4,0,1.3,0.8,0.4,0.5,0.6
"Riley Bice",SYD,DEF,"JD Vyvance",25,33,2,240.5,87.14,65.5,76.6,1302,70.2,65,47,17,80.5,11.9,9.1,5.2,0,1.8,0.6,0.4,0.1,0.1
"Cam Mackenzie",HAW,MID,iWalshMyslfwthATonInMyMid,22,63,4,199.3,89.19,64.3,76.5,1301,77.2,79.3,105,17,71.3,10.3,10.2,2.5,0,4.2,1,0.6,0.2,0.4
"Toby Nankervis",RIC,RUC,iWalshMyslfwthATonInMyMid,31,187,13,117.7,93.57,89.1,76.4,611,77,73.7,74,8,71.5,5.8,10.1,1.3,23.1,3.4,1.3,1.5,0.3,0.3
