name,team,position,owner,age,careerGames,seasons,adp,ownedPct,projAvg,avgPts,totalPts,L5,L3,L1,games,TOG%,kicks,handballs,marks,hitouts,tackles,freesFor,freesAgainst,goals,behinds
"Jayden Short",RIC,DEF,iWalshMyslfwthATonInMyMid,30,196,12,124.8,96.84,86.1,102.5,615,100.2,92,99,6,81.5,20.5,5,8.5,0,1.2,1.3,0.7,0.2,0.5
"Lachie Whitfield",GWS,DEF,"Naughty Dog Entertainment",31,264,14,28.6,99.04,104.2,102.3,716,107.4,105.3,106,7,81.3,17,13.1,6.4,0,2.4,0.3,1.4,0,0
"Ed Richards",WBD,MID,"Naughty Dog Entertainment",26,154,9,36.5,99.04,97.5,101.3,608,95,99.3,74,6,78.5,15.2,9.5,4,0,6.2,0.7,1.2,0.5,0
"Marcus Bontempelli",WBD,MID,"Kids can call you Bont-ju",30,265,13,8.9,99.31,112.5,101.3,709,96.4,81.3,114,7,85.1,13.6,13,4.1,0.1,3.7,0.9,0.9,1.4,0.3
"Dayne Zorko",BRL,DEF,GuldenEye,37,309,15,85.8,98.22,93.9,100.6,503,100.6,80,29,5,73.2,19.8,5.2,6.8,0,1.8,0.8,0,0.4,0
"Christian Petracca",GCS,MID/FWD,iWalshMyslfwthATonInMyMid,30,217,12,40.5,98.90,90.4,100.2,501,100.2,90.7,106,5,75.6,12.2,13.8,4.2,0,3,0.4,0.6,2,0.8
"Dan Houston",COL,DEF/MID,"Houston we have a problem",28,196,11,126.8,96.02,74.1,99.3,695,91.2,90.7,103,7,79.6,16.7,8.4,8.6,0,1.9,0.4,0.9,0.1,0.4
"Nasiah Wanganeen-Milera",STK,D/M,GuldenEye,23,93,5,3.6,99.18,110.6,98.6,690,108,117,119,7,83.4,19.1,7,3,0,3.3,2.1,1,0.9,0.7
"Jason Horne-Francis",PTA,MID/FWD,"Banks' Palm Cards",22,87,5,39.6,98.63,89.4,98.4,689,102.2,114.3,120,7,78.7,15.9,7.3,6,0,3.1,1.6,2.1,1.6,1.1
"Jack Crisp",COL,MID,"Banks' Palm Cards",32,281,15,170.8,93.96,84.1,98.3,688,99.6,104.3,127,7,78.4,11.9,11.4,7.9,0,3.4,0.3,0.1,0.4,0.1
"Bailey Williams",WBD,DEF/MID,"Naughty Dog Entertainment",28,181,11,184.8,94.79,76.4,97.1,680,100.2,96.7,107,7,85.7,13.3,9,7.6,0,3,1,0.6,0.7,1
"Matthew Kennedy",WBD,MID,"Prince McAndrew",29,148,11,82.1,98.22,91.7,96.4,675,90,82.7,54,7,78.1,13,13.3,4.1,0,5.4,0.6,2,0.3,0.4
"Gryan Miers",GEE,MID/FWD,"Baz’s 8-balls",27,160,9,44.5,98.63,93.2,95.8,479,95.8,89.3,60,5,79.8,14.2,9.6,6.2,0,3.4,1.2,0,0,0.6
"Clayton Oliver",GWS,MID,"Lachie’s Flesh Clarrynet",28,212,11,69.2,98.22,91.5,95.4,668,100,100,98,7,80.9,10.1,20.7,3,0,4,0.7,1.4,0.3,0.4
"Luke Davies-Uniacke",NTH,MID,"Prince McAndrew",26,137,9,58.2,97.94,91.2,95.3,667,95.2,90.3,68,7,82.6,12,14,4.6,0,4.7,1.3,1.6,0.3,0.4
"Finn Callaghan",GWS,MID,"JD Vyvance",23,78,5,21.5,98.90,102.2,94.3,660,93,83.7,65,7,79.7,13.1,16,3.3,0,3.4,0.7,1.4,0.4,0.3
"Tom Liberatore",WBD,MID,"Naughty Dog Entertainment",33,261,16,91.0,97.53,95,94.3,377,94.3,96.3,59,4,68,13,11.5,3.5,0,5.5,0.5,0.8,0.3,0
"Caleb Serong",FRE,MID,"Prince McAndrew",25,134,7,26.4,99.04,99,94.1,659,97.4,79.7,66,7,80.9,15.1,10.6,2.9,0,3.9,1,0.7,0.7,0.4
"Luke Parker",NTH,DEF/MID,"Heartbreak Jake & da Subs",33,322,16,220.0,94.51,78.1,94,658,98.2,93,100,7,88.3,15,10.6,6.7,0,1.7,0.9,0.6,0.3,0
"Justin McInerney",SYD,MID/FWD,"Heartbreak Jake & da Subs",25,116,8,104.1,96.98,79.6,93.1,652,89.2,88.3,75,7,82.1,11.3,14.3,4.3,0,2.7,1.4,1.3,1.4,0.9
"Brad Hill",STK,MID/FWD,"Banks' Palm Cards",32,284,15,228.8,92.59,72,93,651,90.4,96,102,7,83.7,16.6,7,6.6,0,2,0.4,0.6,0.4,0.3
"Jai Newcombe",HAW,MID,"Banks' Palm Cards",24,109,6,59.5,97.81,89.1,92.9,650,95.2,100,103,7,79.6,12.3,14.1,3.4,0,4.3,2.6,1.7,0.4,0.3
"Jeremy Cameron",GEE,FWD,GuldenEye,33,286,15,111.5,97.67,83,92.8,557,86.8,95.3,60,6,91.8,12.2,2.8,7.3,0.2,2,0.5,0.7,3.3,2
"Caleb Daniel",NTH,DEF,iWalshMyslfwthATonInMyMid,29,222,12,149.4,95.75,84.2,92.7,649,90,82.3,104,7,86,15.4,10,5.4,0,3,0.7,0.9,0,0
"Sam Flanders",STK,MID/FWD,"Kids can call you Bont-ju",24,96,7,26.8,98.63,96.9,92.7,649,90.6,89.7,85,7,78.1,12.4,11.9,5,0,3.7,1.6,0.3,0.1,0.3
"Marcus Windhager",STK,DEF/MID,"Heartbreak Jake & da Subs",22,82,5,89.6,96.30,84.3,92.3,646,87.4,95.3,114,7,83.3,16,8.4,6.4,0,1.7,1.3,0.6,0.3,0
"Jarman Impey",HAW,DEF,"Baz’s 8-balls",30,228,13,196.6,93.00,79.6,92.1,645,92.6,105.3,105,7,82.3,15.1,8.1,7.7,0,2,0.1,0.6,0.1,0
"Andrew Brayshaw",FRE,MID,"The Forrie Crystals",26,177,9,20.1,98.90,103.6,91.1,638,90.6,85.7,107,7,77.7,10.9,11.9,2.3,0,7,1.3,1.4,0.4,0.4
"James Sicily",HAW,DEF,"Lachie’s Flesh Clarrynet",31,185,13,150.6,95.75,79.1,91,546,91.4,82.7,67,6,91.8,14.7,7.5,7.7,0,2.3,1.7,0.7,0,0
"Tanner Bruhn",GEE,MID,"Lachie’s Flesh Clarrynet",23,73,6,154.9,94.51,68.1,91,637,89,101,106,7,71.3,14.1,9.3,5.3,0,3.4,1.3,0.6,0,0.9
"Tim English",WBD,RUC,"Scissorlift Victims Unit",28,158,10,10.8,99.04,110.5,91,364,91,85.3,51,4,73.3,9,6.3,4,27,2.3,2.8,0.8,0.5,0
"Touk Miller",GCS,MID,"JD Vyvance",30,221,12,92.5,97.39,88.7,91,637,87.2,86.3,79,7,80,11,14.6,3.6,0,3.9,0.3,0.4,0.6,0.3
"Jack Ginnivan",HAW,FWD,"Naughty Dog Entertainment",23,97,6,127.9,96.02,75.8,90.6,634,90.6,97,99,7,82.1,14.1,6.1,6.7,0,2,0.9,0.3,1.1,0.9
"Connor Macdonald",HAW,FWD,"Lachie’s Flesh Clarrynet",23,97,5,95.0,95.47,73.5,90,630,93.4,90.7,110,7,79.1,14.1,7.3,5.1,0,3.6,0.6,0.6,0.6,1
"Wayne Milera",ADE,DEF,"Jags to riches",28,130,11,243.3,91.50,72,88.9,622,87.4,90.3,69,7,80.3,15.9,9.1,5.7,0,1.9,0.1,0.6,0,0
"Noah Anderson",GCS,MID,"Houston we have a problem",25,135,7,16.7,99.04,102.5,88.7,532,86.4,77.3,100,6,83.7,15,10.3,4,0,2.7,1,1.3,0.3,1.3
"Bodhi Uwland",GCS,DEF,"Naughty Dog Entertainment",22,56,5,243.3,89.44,65.9,88.6,620,94.2,84.3,81,7,88.7,15.7,8.1,6.1,0,1.7,1,0.4,0,0.1
"Jordan Clark",FRE,DEF,"JD Vyvance",25,133,8,38.3,98.49,93.4,88.6,620,92.4,98.3,85,7,82.3,16.4,7.6,5.3,0,2,0.7,0.4,0.1,0
"Rory Laird",ADE,DEF,"Heartbreak Jake & da Subs",32,274,15,91.1,97.67,91.1,88.4,442,88.4,87.3,100,5,77.2,14.2,10.2,7.2,0,1,0.4,0.2,0,0
"Zac Bailey",BRL,MID/FWD,"Naughty Dog Entertainment",26,172,9,63.2,97.53,81.2,88.3,530,92.4,88.7,127,6,86.3,12.8,7.8,5.2,0,2.8,0.7,1.5,1.7,1.2
"Josh Rachele",ADE,MID/FWD,"Jags to riches",23,77,5,102.9,96.43,68.2,87.9,615,89.4,81.7,54,7,81.6,14.3,7.6,3.7,0,3.3,1,1.4,1.4,0.3
"Nic Newman",CAR,DEF,iWalshMyslfwthATonInMyMid,33,138,12,151.6,94.65,84.2,87.8,351,87.8,86.3,88,4,79.8,16.5,4.5,5.8,0,2.5,0.5,0,0.3,0
"Shai Bolton",FRE,MID/FWD,"Banks' Palm Cards",27,165,10,118.9,96.02,73.5,87.6,613,88.2,87.7,138,7,81.9,12.6,11.4,2.4,0,3.6,0.4,1.1,1.3,0.7
"Josh Worrell",ADE,DEF,"Prince McAndrew",25,62,7,134.4,95.20,76.1,87.4,612,84.8,79,62,7,85.7,15.7,8.7,6.7,0,1.3,0.6,1,0,0
"Scott Pendlebury",COL,MID,"Lachie’s Flesh Clarrynet",38,431,21,223.0,82.58,77.2,87,522,84.2,107.3,153,6,66.8,9.7,13.8,5.8,0,2.7,0.7,0.2,0.3,0
"Patrick Cripps",CAR,MID,"Scissorlift Victims Unit",31,237,13,88.6,97.53,90.1,86.9,608,91,95.7,101,7,80.6,9.4,16,2,0.1,5.7,2.1,2.4,0.3,1
"Kane Farrell",PTA,DEF,"The Forrie Crystals",27,121,9,152.5,93.00,79.4,86.6,606,89.2,86,101,7,80.9,16.7,4,6.9,0,2.4,0.4,1.1,0.1,0.3
"Milan Murdock",WCE,MID,"Baz’s 8-balls",25,4,1,,75.58,67.8,86,344,86,83,75,4,72.8,9.5,9.8,2.5,0,6.3,1,0.8,1,0.8
"Dylan Stephens",NTH,MID,"Naughty Dog Entertainment",25,88,7,,80.52,61.4,85.9,601,80,71.7,75,7,86.1,14.1,7.9,6.1,0,2.1,0.9,0.7,0.3,0.3
"Hugo Garcia",STK,MID,"Heartbreak Jake & da Subs",20,32,3,197.5,87.79,73.6,85.6,599,88.6,103.7,112,7,73,9.9,11.7,2.6,0,5.7,1,0.6,0.4,0.1
"Jack Ross",RIC,MID/FWD,"Naughty Dog Entertainment",25,100,8,160.7,94.51,72.5,85.4,598,83.4,92.7,69,7,80,7.7,14.7,3.7,0,5.1,1.9,1,0.3,0.6
"Toby Greene",GWS,MID/FWD,"Prince McAndrew",32,268,15,122.9,96.57,82.6,85.4,598,85.8,96.7,109,7,81,15,9.6,3.3,0,2.6,1.1,1.9,0.7,1.3
"Sam Berry",ADE,MID,"Kids can call you Bont-ju",24,83,6,284.5,85.73,62.4,85.3,597,80,80,67,7,74,11,10.6,2,0.1,6.4,1.3,1.1,0.1,0.6
"Josh Dunkley",BRL,MID,GuldenEye,29,201,11,24.3,98.49,106.4,85.1,596,83,81.7,103,7,78.6,8.9,11.7,4.7,0,5.7,0.4,0.9,0,0.3
"John Noble",GCS,DEF,"Kids can call you Bont-ju",29,144,8,86.8,96.57,86,85,595,78.8,76.7,92,7,80.9,13.9,10.6,4.6,0,1.7,0.7,0.6,0.4,0.1
"Jye Caldwell",ESS,MID,"Scissorlift Victims Unit",25,96,8,36.8,98.63,99.6,84.7,593,79.2,79.7,73,7,74.3,10.3,9.9,3,0,5.6,0.9,1,0.7,0.7
"Lachlan McAndrew",ADE,RUC,"Prince McAndrew",25,9,6,187.3,90.67,75.6,84.7,593,87.6,77.7,84,7,71.7,5.9,5.7,1.6,32.9,4.9,2,1.1,0,0.1
"George Hewett",CAR,MID,iWalshMyslfwthATonInMyMid,30,206,13,73.4,97.67,96.1,84.3,337,84.3,87.3,93,4,73.5,9,11.5,4.5,0,5.3,1.5,1.3,0.3,0.5
"Brayden Maynard",COL,DEF,"Scissorlift Victims Unit",29,236,12,283.5,83.54,67,84.1,589,81.8,83.7,65,7,83.3,14.4,5.1,6.7,0,3.1,0.7,1,0,0.1
"Darcy Cameron",COL,RUC,"Prince McAndrew",30,127,10,45.5,98.63,99.8,84.1,589,78,93.7,65,7,78.3,9.3,6.6,3.7,19,3.1,2.7,1.1,0.1,0.3
"Tom Stewart",GEE,DEF,"Scissorlift Victims Unit",33,198,10,144.5,96.16,80.3,83.9,587,81,67.7,94,7,82.3,17.1,4.7,5.3,0,1.7,1.1,0.6,0.1,0
"Luke Ryan",FRE,DEF,GuldenEye,30,185,10,116.3,95.20,84.4,83.8,503,79.2,100.7,91,6,87.8,17.3,3.2,7.2,0,1.7,0.7,1.2,0,0.2
"Josh Battle",HAW,DEF,"The Forrie Crystals",27,156,10,211.5,88.07,71.8,83.4,584,82.6,94.3,93,7,94.1,13.9,7,7.7,0,1.4,1,0.7,0,0.1
"Chad Warner",SYD,MID,"Banks' Palm Cards",24,115,7,49.4,98.49,92.5,83.3,583,93.6,100.3,121,7,77.6,12.7,9.3,2.4,0,3,1.4,1.3,1.4,1.1
"Tom Sparrow",MEL,MID/FWD,"Prince McAndrew",25,124,8,283.7,86.15,63.6,83.3,583,95.2,86.7,119,7,70.7,10.1,8.6,2,0,6.3,1.1,0.1,0.6,0.4
"Jase Burgoyne",PTA,DEF/MID,"Houston we have a problem",22,63,5,121.2,93.42,78.5,83.1,582,84.2,83.3,112,7,83,11.9,8.3,5.4,0,3.1,1,0.6,0.4,0.3
"Tim Taranto",RIC,MID,iWalshMyslfwthATonInMyMid,28,179,10,65.5,97.94,94.3,82.8,497,83.2,62.7,30,6,75.2,7.7,14.7,2.5,0,5.2,1,0.7,0.5,0.3
"Matt Rowell",GCS,MID,"Lachie’s Flesh Clarrynet",24,114,7,34.9,98.35,100.2,82.5,330,82.5,95.7,85,4,83,11.3,13.3,1.8,0,6,2,3,0,0
"Toby Nankervis",RIC,RUC,iWalshMyslfwthATonInMyMid,31,181,13,116.5,90.53,89.1,82.5,165,82.5,82.5,86,2,63.5,9,8,2,20,4,2,1.5,0,0
"Tom McCarthy",WCE,DEF,"Houston we have a problem",25,17,2,61.5,96.57,85.9,82.4,577,82.6,85.7,63,7,78.4,16.1,4.7,5.3,0,2.4,0.6,0.6,0,0.1
"Wil Powell",GCS,DEF/MID,"Jags to riches",26,137,9,213.1,90.81,66.9,82.4,577,83.6,77.3,68,7,80,10.1,7.1,4.3,0,6.1,0.6,0.9,0.3,0.6
"Willem Duursma",WCE,MID,"Naughty Dog Entertainment",18,7,1,114.5,93.96,68.4,82.4,577,84.6,91.3,103,7,79.4,12,6.6,6.3,0,2,0.9,0.1,0.9,0.9
"Murphy Reid",FRE,FWD,"Kids can call you Bont-ju",19,31,2,107.4,96.16,66.2,82.3,576,83,84.3,76,7,82.1,11.7,11.6,3.7,0,2.6,0.7,0.6,0.4,1
"Ryley Sanders",WBD,MID/FWD,"The Forrie Crystals",21,41,3,99.6,95.20,72.4,82.3,494,89.2,89.7,97,6,80.3,7.8,17.5,3,0,4.3,1,1.2,0,0
"Tom Atkins",GEE,MID,"JD Vyvance",30,160,8,147.5,93.28,84.4,82,574,77.8,89.3,73,7,73,8,11.6,1.7,0,7.7,1.9,1,0,0
"Callum Mills",SYD,DEF,"Naughty Dog Entertainment",29,181,11,82.4,96.43,82,81.9,573,85.4,84.7,84,7,74.6,11.3,11.9,5.7,0,2,0.7,0.6,0,0.1
"Riley Bice",SYD,DEF,"JD Vyvance",25,23,2,238.1,88.75,65.5,81.9,573,81,70,70,7,79.7,12.9,8.9,6.4,0,1.9,0.6,0.9,0.1,0
"Dion Prestia",RIC,MID,"Baz’s 8-balls",33,243,16,286.0,74.76,73.5,81.8,491,81.8,83,99,6,75.3,10,11.3,4.5,0,4,0.5,0.7,0.2,0.2
"Marc Pittonet",CAR,RUC,iWalshMyslfwthATonInMyMid,29,86,12,194.5,88.61,79,81.7,490,79.6,93.7,92,6,72.5,7,7.5,1.3,25.5,2.8,2.2,1.2,1,0.2
"Oliver Florent",CAR,DEF/MID,"Banks' Palm Cards",27,191,10,216.2,88.48,71,81,567,81.4,84,70,7,84.4,15.3,6.3,4.9,0,2.1,0.3,0.6,0.1,0
"Bailey Dale",WBD,DEF,"Naughty Dog Entertainment",29,185,12,56.7,97.39,92.2,80.9,566,84.4,97.3,109,7,80.9,17.4,6,3.9,0,1.4,0.4,0.4,0,0.1
"Lawson Humphries",GEE,DEF,"Kids can call you Bont-ju",23,43,3,115.1,94.24,74,80.9,566,82.4,86.3,77,7,82,13.4,5.3,6.4,0,2.4,0.6,0.1,0.1,0
"James Peatling",ADE,MID,"Lachie’s Flesh Clarrynet",25,75,6,167.3,88.34,77.2,80.6,564,89.4,89.7,84,7,73,12.7,7.3,2.3,0,4.9,1.6,0.7,0.3,0.4
"Connor Rozee",PTA,DEF/MID,"Lachie’s Flesh Clarrynet",26,152,8,13.7,98.49,102.7,80.5,161,80.5,80.5,72,2,67.5,12.5,10,4.5,0,3,0.5,1,0,0
"Angus Sheldrick",SYD,MID,"The Forrie Crystals",22,35,5,183.0,88.89,72.1,80.3,482,82.4,83.7,79,6,60.8,11.5,10.8,2.7,0,3.8,0.8,0.7,0.3,0
"Nick Madden",GWS,RUC,"The Forrie Crystals",21,6,4,231.0,85.19,67,80.3,241,80.3,80.3,63,3,66.7,3.3,9.3,2,28.7,4.3,2,1,0,0.7
"Willem Drew",PTA,MID,"The Forrie Crystals",27,137,10,185.4,86.83,78.3,80.3,562,78.4,82.3,89,7,76.7,8.4,10.4,3,0,6.1,1.7,1,0.3,0.1
"Adam Treloar",WBD,MID/FWD,iWalshMyslfwthATonInMyMid,33,259,15,110.9,95.47,84.9,80,80,80,80,80,1,61,9,16,4,0,2,1,0,0,0
"Darcy Wilmot",BRL,DEF,"Kids can call you Bont-ju",22,90,5,78.5,95.75,82.4,80,560,75,74,68,7,85.9,15.7,5,6.1,0,1.1,0.6,0.3,0,0.1
"Karl Amon",HAW,DEF,"Heartbreak Jake & da Subs",30,201,13,104.6,94.24,87,79.8,479,85,89,119,6,81.2,14.8,6.2,5,0,2,0.2,0.2,0,0.3
"Levi Ashcroft",BRL,MID,"Scissorlift Victims Unit",19,34,2,67.9,96.16,80,79.7,558,83.2,78.3,73,7,78.4,12.4,8.1,6.3,0,1.4,0.4,0.1,0.1,0.7
"Darcy Parish",ESS,MID,iWalshMyslfwthATonInMyMid,28,172,11,105.3,94.79,76.7,79.4,556,82.6,94.7,69,7,74.7,11.4,12.9,3.4,0,2.7,0.9,0.9,0,0
"Jacob Farrow",ESS,DEF/MID,"Lachie’s Flesh Clarrynet",18,5,1,162.4,92.32,62.5,79.4,397,79.4,76.7,70,5,77.4,13,5.4,8.2,0,1.4,0.4,0.4,0,0.2
"Connor Budarick",WBD,DEF/FWD,"Kids can call you Bont-ju",25,60,7,203.5,85.87,54.1,79.2,396,79.2,71.7,64,5,79.8,14,7.4,4.6,0,1.8,1.4,0.4,0.2,0
"Adam Cerra",CAR,MID,"JD Vyvance",26,152,9,78.6,95.61,91.7,79,316,79,79,73,4,74,9.8,11.5,2.5,0,5,1.3,1.3,0.3,0.3
"Angus Anderson",COL,MID,"Baz’s 8-balls",22,3,1,321.0,76.41,56.3,79,237,79,79,67,3,68,11,4.7,3.3,0,5,1,0.3,1,0.7
"James Rowbottom",SYD,MID,"Heartbreak Jake & da Subs",25,147,8,155.1,91.08,78.8,79,553,74.8,70.7,65,7,72.4,9,8.1,1.9,0,7.4,1.6,0.7,0.1,0.1
"Jordan Ridley",ESS,DEF,"Heartbreak Jake & da Subs",27,106,10,198.8,85.73,76.8,79,158,79,79,52,2,59,13,5.5,9,0,0.5,0,0,0,0
"Lachie Schultz",COL,FWD,"Scissorlift Victims Unit",28,133,8,174.7,93.55,76.3,79,553,73.2,77.7,66,7,79.6,8.6,6.7,5.1,0,4.6,1.1,0.6,1,0.7
"Rhyan Mansell",RIC,FWD,"Free Agent",25,74,6,,11.80,58.9,79,79,79,79,79,1,82,9,3,7,0,4,0,1,2,0
"Nick Blakey",SYD,DEF,"Scissorlift Victims Unit",26,158,8,58.9,97.12,87.4,78.9,552,80.2,85.7,66,7,84.7,15.7,8.4,3.1,0,1.6,1.1,1.6,0.4,0.1
"Jarrod Berry",BRL,MID,"Kids can call you Bont-ju",28,190,10,148.0,89.99,82.1,78.2,469,75,64.7,32,6,68.5,11.8,7.2,5.2,0,3,1.5,0.7,0.2,0.3
"Jarrod Witts",GCS,RUC,GuldenEye,33,212,15,123.5,95.88,87.5,78.1,547,70.6,74,60,7,78,6.4,6,1.4,35.7,2.6,1.6,2,0.1,0.1
"Brent Daniels",GWS,FWD,"Lachie’s Flesh Clarrynet",27,113,9,139.1,89.44,75.7,78,156,78,78,91,2,68.5,10.5,7,5,0,2,1.5,1.5,2,0.5
"Elijah Tsatas",ESS,MID,"Kids can call you Bont-ju",21,19,4,276.4,84.50,64.3,78,234,78,78,60,3,70.3,9.7,14.3,4.7,0,1.3,0,0.3,0.3,0
"Jack Gunston",HAW,FWD,iWalshMyslfwthATonInMyMid,34,289,17,257.0,69.96,67,78,468,81.2,79.3,101,6,84.7,9.3,1.8,6.2,0,0.7,0.5,0.7,4,2.7
"Patrick Retschko",RIC,MID,"Baz’s 8-balls",20,2,2,314.8,34.16,55.6,78,156,78,78,91,2,83.5,12,7.5,5,0,3,0,0,0,0
"Ryan Maric",WCE,DEF,"Houston we have a problem",21,53,4,159.8,76.27,76.3,78,156,78,78,81,2,80,11,9,5,0,3,0,0,0,0
"Jaspa Fletcher",BRL,DEF,"Baz’s 8-balls",22,75,4,49.3,97.12,86.3,77.9,545,78.2,76,85,7,84,13,6.1,6.3,0,2.1,0.4,1,0.3,0
"Jy Simpkin",NTH,MID/FWD,"Lachie’s Flesh Clarrynet",28,180,10,92.8,96.30,81.4,77.7,544,78.8,83.7,76,7,83.6,13,7.9,4.1,0,2.6,0.9,1.1,0.4,0.3
"Blake Hardwick",HAW,DEF,"Banks' Palm Cards",29,205,11,,65.16,62.7,77.6,543,82.4,95,76,7,91.4,13,5.4,6.1,0,2.7,1,0.9,0,0
"Joe Fonti",GWS,DEF,GuldenEye,21,27,3,297.3,79.01,52.6,77.5,465,75,72.7,70,6,83,10.3,7.7,6.8,0,3.3,0.8,1.2,0,0
"Trent Rivers",MEL,DEF,"Prince McAndrew",24,125,7,73.3,91.63,85,77.5,155,77.5,77.5,92,2,70,10.5,8,6.5,0,2.5,0,0,0,0.5
"Joe Richards",PTA,FWD,"Scissorlift Victims Unit",26,38,4,269.6,73.53,65.1,77.3,541,74.8,82.3,106,7,81.4,10.7,6.3,4.7,0,3.9,0.3,0.4,0.6,0.6
"Jordon Sweet",PTA,RUC,"Naughty Dog Entertainment",28,53,8,155.6,90.12,78.3,77.3,464,79.4,72,101,6,79.8,6,6.2,2.8,28.5,2.3,1.8,1.7,0.5,0.8
"Ollie Wines",PTA,MID,"Scissorlift Victims Unit",31,277,14,149.4,91.08,87.5,77.3,309,77.3,91.3,103,4,63.8,7.5,13.3,4.3,0,4.5,0.5,1.5,0.3,0
