name,team,position,owner,age,careerGames,seasons,adp,ownedPct,projAvg,avgPts,totalPts,L5,L3,L1,games,TOG%,kicks,handballs,marks,hitouts,tackles,freesFor,freesAgainst,goals,behinds
"Dylan Stephens",NTH,MID,"Naughty Dog Entertainment",25,86,7,,79.20,61.4,87.4,437,87.4,78.7,51,5,88.4,14.8,6.8,6.6,0,2.4,0.8,0.8,0.2,0.4
"Jarrod Berry",BRL,MID,"Kids can call you Bont-ju",28,189,10,148.0,93.11,82.1,87.4,437,87.4,98,78,5,76.8,13,7.6,5.8,0,3.6,1.6,0.6,0.2,0.4
"John Noble",GCS,DEF,"Kids can call you Bont-ju",29,142,8,86.5,96.97,86,87.4,437,87.4,78.7,72,5,83.2,14,10.6,5,0,1.6,0.4,0.4,0.6,0
"Josh Worrell",ADE,DEF,"Prince McAndrew",25,60,7,134.8,95.32,76.1,87.2,436,87.2,82.7,61,5,86,17,8.2,6.4,0,1,0.8,1.4,0,0
"Wayne Milera",ADE,DEF,"Jags to riches",28,128,11,243.3,88.98,72,87.2,436,87.2,83.7,85,5,81,15,9.8,5.2,0,2,0.2,0.4,0,0
"Josh Treacy",FRE,FWD,"JD Vyvance",23,85,6,165.7,95.04,68.8,86.4,432,86.4,85.3,58,5,89.8,10.2,3.8,7.8,0,3,1.8,1.6,2.4,1.4
"Noah Anderson",GCS,MID,"Houston we have a problem",25,134,7,16.7,99.17,102.5,86.4,432,86.4,75.3,55,5,83.6,14.8,9.4,4,0,2.6,1.2,1.4,0.4,1.4
"Tom Atkins",GEE,MID,"JD Vyvance",30,158,8,147.5,92.84,84.4,86.4,432,86.4,82.3,126,5,74,9.2,12,1.8,0,7.6,2,1,0,0
"Riley Bice",SYD,DEF,"JD Vyvance",25,21,2,240.3,89.26,65.5,86,430,86,87.3,67,5,81.8,13.8,8.8,6.2,0,2.4,0.6,1,0.2,0
"Tom Stewart",GEE,DEF,"Scissorlift Victims Unit",33,196,10,144.5,96.56,80.3,86,430,86,82.7,46,5,83.8,17.6,4.6,5.8,0,1.6,1.4,0.8,0.2,0
"Patrick Cripps",CAR,MID,"Scissorlift Victims Unit",31,235,13,88.5,97.66,90.1,85.2,426,85.2,91,105,5,81.2,10.2,14.2,2.2,0.2,5.4,2.6,2.4,0.2,1.2
"Elijah Tsatas",ESS,MID,"Kids can call you Bont-ju",21,17,4,276.4,64.19,64.3,85,85,85,85,85,1,78,12,17,3,0,0,0,0,1,0
"Jarman Impey",HAW,DEF,"Baz’s 8-balls",30,226,13,196.6,89.81,79.6,85,425,85,81,96,5,82.2,14.4,8,7,0,1.6,0.2,0.6,0,0
"Josh Ward",HAW,MID,"Jags to riches",22,72,5,124.9,94.63,77,84.4,422,84.4,80.7,47,5,76,12.2,10.6,4.2,0,3.6,0.6,0.4,0,0.2
"George Hewett",CAR,MID,iWalshMyslfwthATonInMyMid,30,206,13,73.5,97.80,96.1,84.3,337,84.3,87.3,93,4,73.5,9,11.5,4.5,0,5.3,1.5,1.3,0.3,0.5
"Nick Haynes",CAR,DEF,"Free Agent",33,235,15,290.4,39.67,71.5,84,84,84,84,84,1,85,14,4,8,0,4,0,2,0,0
"Jordan Clark",FRE,DEF,"JD Vyvance",25,131,8,38.3,98.48,93.4,83.6,418,83.6,86.7,93,5,81.6,15.6,7.6,4,0,2.6,0.4,0.4,0,0
"Callum Mills",SYD,DEF,"Naughty Dog Entertainment",29,179,11,82.2,96.42,82,83.4,417,83.4,90.3,98,5,75,11.2,12.6,5.6,0,2.2,0.6,0.6,0,0.2
"Rory Laird",ADE,DEF,"Heartbreak Jake & da Subs",32,272,15,91.1,97.93,91.1,83.3,250,83.3,83.3,70,3,76.3,12.7,9.7,8,0,0.3,0.7,0,0,0
"Darcy Cameron",COL,RUC,"Prince McAndrew",30,125,10,45.5,98.48,99.8,83.2,416,83.2,72.3,108,5,78.6,8.6,7,3.4,19.2,3.2,2.6,1,0.2,0.4
"James Rowbottom",SYD,MID,"Heartbreak Jake & da Subs",25,145,8,155.4,91.74,78.8,83.2,416,83.2,79,75,5,74.2,8.8,8.8,1.6,0,8.4,1.8,0.8,0.2,0.2
"Toby Greene",GWS,MID/FWD,"Prince McAndrew",32,266,15,123.1,96.42,82.6,83,415,83,82,107,5,81.6,13.6,9.8,3.6,0,2.8,1,1.6,0.6,0.8
"Shai Bolton",FRE,MID/FWD,"Banks' Palm Cards",27,163,10,119.4,96.28,73.5,82.8,414,82.8,80.7,64,5,81.6,12.8,11,2,0,2.8,0.4,1,1.2,0.6
"Wil Powell",GCS,DEF/MID,"Jags to riches",26,135,9,213.1,89.67,66.9,82.8,414,82.8,85,69,5,80.2,9.6,7.8,4.4,0,6,0.8,0.8,0.4,0.4
"Toby Nankervis",RIC,RUC,iWalshMyslfwthATonInMyMid,31,181,13,116.6,91.32,89.1,82.5,165,82.5,82.5,86,2,63.5,9,8,2,20,4,2,1.5,0,0
"Oliver Florent",CAR,DEF/MID,"Banks' Palm Cards",27,189,10,216.2,85.54,71,82.4,412,82.4,84,97,5,84.8,15.8,5.8,5.2,0,2,0.4,0.6,0.2,0
"Lachie Jaques",WBD,DEF,"Houston we have a problem",19,4,2,258.5,84.02,52.9,82.3,329,82.3,84.3,67,4,78.8,13,6.5,5.8,0,3,1.5,0.3,0,0.3
"Jye Caldwell",ESS,MID,"Scissorlift Victims Unit",25,94,8,36.5,98.76,99.6,82.2,411,82.2,71.3,57,5,73.2,10.2,10.2,2.2,0,5.2,0.8,0.8,0.8,0.6
"James Worpel",GEE,MID,"Banks' Palm Cards",27,150,9,147.2,90.77,79.7,82,164,82,82,72,2,69,9,9.5,1,0,8,1.5,1.5,0.5,1
"Josh Dunkley",BRL,MID,GuldenEye,29,199,11,24.1,98.76,106.4,82,410,82,76.3,59,5,77.4,8.6,11.6,4.2,0,5.4,0.4,0.6,0,0.2
"Aliir Aliir",PTA,DEF,"Lachie’s Flesh Clarrynet",31,183,13,,39.94,56.8,81.6,408,81.6,77.3,94,5,99.4,13.8,3.6,10,0,1.6,0.8,1.4,0,0
"Lachie Schultz",COL,FWD,"Scissorlift Victims Unit",28,131,8,174.7,93.39,76.3,81.6,408,81.6,73.7,88,5,81.8,9.2,6.8,4.8,0,4.6,1.4,0.6,1.2,0.8
"Jack Ross",RIC,MID/FWD,"Naughty Dog Entertainment",25,98,8,160.7,93.94,72.5,81.2,406,81.2,75,86,5,78.6,8,12.8,3.4,0,5.2,2.2,0.8,0,0.8
"Angus Sheldrick",SYD,MID,"The Forrie Crystals",22,33,5,183.0,88.29,72.1,81,324,81,84.7,93,4,61.8,12.3,10.8,3,0,3.3,0.8,0.5,0.3,0
"Josh Battle",HAW,DEF,"The Forrie Crystals",27,154,10,211.5,80.72,71.8,81,405,81,78,104,5,93.4,13.8,5.8,7.6,0,1.6,1,0.8,0,0.2
"Nic Newman",CAR,DEF,iWalshMyslfwthATonInMyMid,33,136,12,151.6,94.35,84.2,81,162,81,81,70,2,78.5,16.5,2.5,5,0,2,0.5,0,0.5,0
"Connor Rozee",PTA,DEF/MID,"Lachie’s Flesh Clarrynet",26,152,8,13.7,98.48,102.7,80.5,161,80.5,80.5,72,2,67.5,12.5,10,4.5,0,3,0.5,1,0,0
"Luke Ryan",FRE,DEF,GuldenEye,30,183,10,116.3,93.53,84.4,80.5,322,80.5,71.7,121,4,85.8,16.3,2,6.8,0,2.3,0.8,0.8,0,0
"Harvey Thomas",GWS,MID/FWD,"Scissorlift Victims Unit",20,45,3,313.0,78.24,57,80.4,402,80.4,88,76,5,85.8,11,11,4,0,3,0.8,0.6,0.4,0
"Tom McCarthy",WCE,DEF,"Houston we have a problem",25,15,2,61.4,96.69,85.9,80.2,401,80.2,79,81,5,77.6,16.4,4,5,0,2.2,0.8,0.6,0,0.2
"Tom Sparrow",MEL,MID/FWD,"Prince McAndrew",25,122,8,283.7,84.99,63.6,80.2,401,80.2,98,78,5,69.8,9,8.4,1.4,0,6.8,0.8,0,0.6,0.6
"Dylan Moore",HAW,FWD,"Scissorlift Victims Unit",26,131,9,61.5,97.66,85.8,79.6,398,79.6,85.3,79,5,87.4,10.2,9.8,4.2,0,2.4,0.6,0.6,1.2,1.2
"Marc Pittonet",CAR,RUC,iWalshMyslfwthATonInMyMid,29,85,12,194.5,88.98,79,79.6,398,79.6,76,104,5,72,6.2,7,1.2,26.6,2.6,2.6,1.2,1.2,0.2
"Adam Cerra",CAR,MID,"JD Vyvance",26,150,9,78.4,95.59,91.7,79.5,159,79.5,79.5,80,2,73.5,9,12,1.5,0,6,1.5,1.5,0.5,0
"Ryley Sanders",WBD,MID/FWD,"The Forrie Crystals",21,39,3,99.6,94.49,72.4,79.5,318,79.5,90,93,4,80,6.5,18.3,3.8,0,3.8,1,1.3,0,0
"Connor Budarick",WBD,DEF/FWD,"Kids can call you Bont-ju",25,60,7,203.5,90.08,54.1,79.2,396,79.2,71.7,64,5,79.8,14,7.4,4.6,0,1.8,1.4,0.4,0.2,0
"Joe Fonti",GWS,DEF,GuldenEye,21,26,3,297.3,80.99,52.6,79,395,79,73.7,59,5,83.6,10.8,7.8,7.2,0,3,1,1.2,0,0
"Rhyan Mansell",RIC,FWD,"Free Agent",25,74,6,,12.12,58.9,79,79,79,79,79,1,82,9,3,7,0,4,0,1,2,0
"Willem Drew",PTA,MID,"The Forrie Crystals",27,135,10,185.4,86.78,78.3,79,395,79,75,80,5,77.2,8.4,10,2.4,0,6.2,2.2,1,0.4,0.2
"Hugo Garcia",STK,MID,"Heartbreak Jake & da Subs",20,30,3,197.5,82.23,73.6,78.8,394,78.8,79.3,106,5,72.6,9.4,9.6,1.8,0,6,1.2,0.2,0.2,0.2
"Jase Burgoyne",PTA,DEF/MID,"Houston we have a problem",22,61,5,121.2,94.21,78.5,78.8,394,78.8,77.7,62,5,83.4,10.4,9.2,4.6,0,3.6,1.2,0.6,0.2,0.4
"Murphy Reid",FRE,FWD,"Kids can call you Bont-ju",19,29,2,107.4,96.01,66.2,78.8,394,78.8,77.7,71,5,81.8,11,11.8,3.2,0,2.4,0.8,0.8,0.6,1
"Ollie Hollands",CAR,DEF/MID,"Houston we have a problem",22,70,4,135.8,90.08,78.8,78.8,394,78.8,92,73,5,87.2,12.4,5.8,6,0,3,1,0.8,0.2,0.2
"Tim Kelly",WCE,MID/FWD,"Heartbreak Jake & da Subs",31,168,9,203.2,90.91,72.9,78.8,315,78.8,76.3,74,4,72.8,12,10.3,3.5,0,3.5,0.3,1,0,0.5
"Cam Mackenzie",HAW,MID,"Naughty Dog Entertainment",22,49,4,197.4,87.33,64.3,78.7,236,78.7,78.7,68,3,69.7,10,8.3,3.3,0,5,1.3,0.7,0.3,0.7
"Jarrod Witts",GCS,RUC,GuldenEye,33,210,15,123.5,96.42,87.5,78.2,391,78.2,65.7,66,5,78.8,6.2,6.4,1.2,37.6,2.4,1.8,2.4,0.2,0.2
"Joel Jeffrey",GCS,DEF,"Heartbreak Jake & da Subs",24,58,6,183.5,92.01,76,78.2,391,78.2,71.7,36,5,72.8,13.6,6.4,5.8,0,1.6,0.8,0.8,0.4,0
"Jy Simpkin",NTH,MID/FWD,"Lachie’s Flesh Clarrynet",28,178,10,92.8,96.28,81.4,78.2,391,78.2,80.3,98,5,84.4,13.2,8,4.4,0,2.2,1.2,1,0.4,0
"Levi Ashcroft",BRL,MID,"Scissorlift Victims Unit",19,32,2,67.4,96.69,80,78.2,391,78.2,83,68,5,78.8,12,8.4,5.6,0,1.6,0.6,0,0.2,0.4
"Cooper Lord",CAR,MID,"Banks' Palm Cards",21,25,3,181.6,84.85,75.4,78,156,78,78,80,2,76,12.5,10.5,4,0,1,1.5,0.5,0.5,0.5
"Riley Thilthorpe",ADE,FWD,"JD Vyvance",23,83,6,54.4,98.07,84,78,390,78,73.7,73,5,87,10.2,4,6,1.6,2,1.6,0.2,1.6,1.2
"Willem Duursma",WCE,MID,"Naughty Dog Entertainment",18,5,1,114.5,93.66,68.4,77.8,389,77.8,78.3,86,5,79.4,10.4,6.6,5.4,0,2,0.8,0,1.2,1.2
"Dion Prestia",RIC,MID,"Baz’s 8-balls",33,241,16,286.0,72.73,73.5,77.5,310,77.5,76,68,4,76.8,9.8,9.8,5,0,3.3,0.8,0.5,0.3,0
"Jack Bowes",GEE,MID,"The Forrie Crystals",28,145,10,,51.93,64.3,77.5,155,77.5,77.5,82,2,67.5,10,6,4,0,3.5,0.5,0,1.5,0
"Trent Rivers",MEL,DEF,"Prince McAndrew",24,125,7,72.8,93.94,85,77.5,155,77.5,77.5,92,2,70,10.5,8,6.5,0,2.5,0,0,0,0.5
"Darcy Wilmot",BRL,DEF,"Kids can call you Bont-ju",22,88,5,78.2,96.14,82.4,77.4,387,77.4,67.3,49,5,87,15,4.4,6.4,0,1.2,0.6,0.4,0,0.2
"Jake Lever",MEL,DEF,"Prince McAndrew",30,191,12,,30.58,56.1,77.4,387,77.4,85.3,84,5,92.4,13.6,2.8,8.8,0,1.6,1.2,1,0,0
"Joel Freijah",WBD,MID/FWD,"Kids can call you Bont-ju",20,41,3,72.1,96.56,76.1,77.2,386,77.2,85.3,54,5,87.8,10.2,11.2,3,0,3.2,0.8,1.2,0.8,0.4
"Tom Powell",NTH,MID,"JD Vyvance",24,96,6,113.1,93.80,83.4,77.2,386,77.2,80.3,52,5,77.2,12.2,7,5.2,0,2.4,0.6,0.8,0.4,0.8
"Keidean Coleman",BRL,DEF,"Lachie’s Flesh Clarrynet",26,71,7,133.2,93.80,74.6,76.8,384,76.8,84.3,59,5,77.6,12.2,5.8,6.6,0,1.6,0.6,0.2,0.4,0
"Blake Hardwick",HAW,DEF,"Free Agent",29,203,11,,35.26,62.7,76.6,383,76.6,84,125,5,90.8,12.6,5,6.2,0,3,1.2,1,0,0
"Jaspa Fletcher",BRL,DEF,"Baz’s 8-balls",22,73,4,49.2,97.25,86.3,76.6,383,76.6,76.3,66,5,83.2,13,6,5.8,0,2.4,0.4,1,0.2,0
