name,team,position,owner,age,careerGames,seasons,adp,ownedPct,projAvg,avgPts,totalPts,L5,L3,L1,games,TOG%,kicks,handballs,marks,hitouts,tackles,freesFor,freesAgainst,goals,behinds
"Ed Richards",WBD,MID,"Naughty Dog Entertainment",27,165,9,36.6,99.04,97.5,99.7,1695,97.6,91.7,72,17,79.4,16.9,8.1,4.1,0,4.6,1,1.2,0.8,0.2
"Clayton Oliver",GWS,MID,"Lachie’s Flesh Clarrynet",28,223,11,68.9,98.22,91.5,99.3,1787,99.4,90.3,70,18,81.3,11.4,20,2.8,0,5,1.2,1.9,0.2,0.3
"Josh Daicos",COL,DEF,iWalshMyslfwthATonInMyMid,27,169,10,35.4,99.18,96.5,99.2,1785,107.2,103,81,18,83.8,16.3,10.6,6.2,0,2.7,0.7,0.6,0.1,0.3
"Callum Wilkie",STK,DEF,"Heartbreak Jake & da Subs",30,173,8,126.2,97.13,82,99.1,1784,99.6,99,56,18,95.2,16.1,7.3,9.8,0,1.8,0.8,0.4,0,0.1
"Jack Sinclair",STK,DEF,"The Forrie Crystals",31,225,12,36.0,96.58,100,99.1,1486,82,66.7,2,15,78.8,19.1,8.1,6.3,0,1.6,0.4,0.3,0.1,0.1
"John Noble",GCS,DEF,"Kids can call you Bont-ju",29,155,8,86.2,97.67,86,98.9,1780,90.4,101,105,18,82.4,17.3,9.1,7.1,0,1.6,0.8,0.7,0.4,0.2
"Archie Roberts",ESS,DEF/MID,"The Forrie Crystals",20,43,3,44.8,98.22,91.6,98.8,1581,70.8,67,88,16,81.9,20.7,8.8,5.8,0,1.1,0.6,1.2,0.1,0.1
"Lachie Whitfield",GWS,DEF,"Naughty Dog Entertainment",32,273,14,28.4,99.04,104.2,98.6,1578,91,85.7,89,16,78.1,17.1,11.3,5.8,0,2.3,0.6,0.8,0,0
"Tristan Xerri",NTH,RUC,"Jags to riches",27,90,9,13.4,99.04,107.3,98.2,1375,96.2,93,77,14,75.1,7.4,10.8,3.1,20.7,5.8,3.4,1.7,0.4,0.2
"Sam Walsh",CAR,MID,iWalshMyslfwthATonInMyMid,26,151,8,32.7,99.04,96.7,97.9,1762,100.8,96.3,106,18,78.8,12.1,16.3,3.9,0,4.5,1.2,1.3,0.3,0.4
"Finn Callaghan",GWS,MID,"JD Vyvance",23,89,5,21.1,98.91,102.2,96.9,1745,98.2,89.3,88,18,81.2,13.4,15,3.1,0,4.3,1,1.2,0.4,0.1
"Errol Gulden",SYD,MID,GuldenEye,24,109,6,9.8,98.77,108.8,96.5,579,90.6,89.3,77,6,79.3,14.8,9.2,3.3,0,6.5,0.5,1.5,0.2,0.7
"Kysaiah Pickett",MEL,MID/FWD,uFlorent,25,144,7,37.2,98.91,90.8,96,1728,95.8,97,109,18,83.6,16.5,6.4,3.2,0,4.4,1.4,1.2,1.3,0.8
"Andrew Brayshaw",FRE,MID,"The Forrie Crystals",26,188,9,20.1,99.04,103.6,95.2,1714,108,92.3,94,18,78.6,11.6,13.5,3.2,0,6.1,1.1,1.1,0.3,0.2
"Jason Horne-Francis",PTA,MID/FWD,uFlorent,23,97,5,39.5,98.63,89.4,95.1,1616,101.4,98.3,93,17,80.6,15.6,7.3,5.1,0,3.4,2.1,2,1.4,0.9
"Brad Hill",STK,D/M/F,uFlorent,33,295,15,226.2,94.80,72,94.7,1705,112.6,127,88,18,85.4,16.2,9.1,6.6,0,1.7,0.3,0.6,0.5,0.1
"Dayne Zorko",BRL,DEF,GuldenEye,37,313,15,85.5,98.22,93.9,94.6,851,75.4,75,54,9,73.4,18.8,5.4,6.4,0,1.7,1,0.3,0.2,0
"Bailey Dale",WBD,DEF,"Naughty Dog Entertainment",29,195,12,56.6,97.26,92.2,94.5,1606,106.6,113,100,17,82.6,20.2,6.8,4.6,0,1.6,0.6,0.4,0.1,0.2
"Wayne Milera",ADE,DEF,"Jags to riches",28,139,11,239.0,94.66,72,94.2,1507,94.6,103.7,128,16,80.8,16.7,9.1,5.8,0,2.5,0.6,0.9,0.1,0
"Luke Parker",NTH,DEF/MID,"Heartbreak Jake & da Subs",33,333,16,217.4,95.90,78.1,94.1,1693,98.2,88,63,18,87,16,9.4,6.7,0,1.9,0.9,0.7,0.1,0
"Sam Berry",ADE,MID,"Kids can call you Bont-ju",24,94,6,279.2,92.48,62.4,93.3,1680,94.8,93.7,76,18,71.8,11.3,11.3,2.5,0.1,7.7,1.3,1.2,0.1,0.4
"Nic Newman",CAR,DEF,"Prince McAndrew",33,149,12,150.7,95.90,84.2,93.2,1398,99.6,95,92,15,83.9,17.1,5.5,7.3,0,2.7,0.7,0.9,0.1,0.1
"Jack Steele",MEL,MID,uFlorent,30,220,12,61.8,98.77,96.7,92.9,1673,86,96.3,85,18,77.1,9.6,14.3,3.4,0,6.2,1.1,0.6,0.2,0.2
"Sam Flanders",STK,MID/FWD,"Scissorlift Victims Unit",24,101,7,26.7,92.20,96.9,91.9,1103,90.8,87.3,36,12,74.9,12.8,10.4,5.6,0,3.8,1.3,0.3,0.1,0.3
"Jake Bowey",MEL,DEF,"Prince McAndrew",23,94,6,156.3,94.80,75.5,91.8,918,97.2,104,102,10,82.2,18.2,6.8,4.5,0,2.3,0.7,0.2,0.1,0.2
"Patrick Cripps",CAR,MID,"Kids can call you Bont-ju",31,248,13,87.6,97.81,90.1,91.7,1650,101.2,101.3,133,18,81.5,10.3,16.3,2.7,0.1,5.1,1.9,2.3,0.7,0.8
"Tim Taranto",RIC,MID,"Naughty Dog Entertainment",28,189,10,65.1,98.36,94.3,91.7,1467,96.6,101.7,112,16,80.8,10.8,13.4,3.1,0,4.8,1.4,0.7,0.7,0.8
"Caleb Serong",FRE,MID,iWalshMyslfwthATonInMyMid,25,142,7,26.7,98.77,99,91.5,1372,89.2,104.7,111,15,78.5,13.5,11.7,2.3,0,4.7,1,0.6,0.4,0.2
"Tom Sparrow",MEL,MID/FWD,"Prince McAndrew",26,135,8,278.2,93.30,63.6,91.3,1644,100.8,107.3,130,18,74.3,12.6,10,2.8,0,6.1,1.2,1.2,0.4,0.6
"Luke Davies-Uniacke",NTH,MID,"Prince McAndrew",27,148,9,58.6,97.81,91.2,91.2,1642,87,83.7,88,18,82.3,11.9,13.4,4,0,4.7,1.4,1.8,0.3,0.2
"Zac Bailey",BRL,MID/FWD,"Naughty Dog Entertainment",26,183,9,63.7,97.40,81.2,91.2,1551,98.6,97,110,17,84.7,13.6,7.6,5.3,0,2.9,0.8,1.1,1.5,0.9
"Josh Dunkley",BRL,MID,GuldenEye,29,212,11,23.9,98.63,106.4,90.8,1634,108.4,106.7,130,18,79,10.1,10.3,4.6,0,6.6,0.7,0.8,0.2,0.3
"Rory Laird",ADE,DEF,"Heartbreak Jake & da Subs",32,284,15,90.9,97.54,91.1,90.7,1360,94.8,79.3,55,15,77.9,13.9,10.1,6.8,0,2.4,0.8,0.7,0,0
"Dan Houston",COL,DEF/MID,"Houston we have a problem",29,207,11,125.8,96.17,74.1,90.6,1630,92.8,92.7,116,18,80.3,14.4,8.2,7.1,0,2.3,0.4,0.6,0.2,0.6
"Caleb Daniel",NTH,DEF,"Prince McAndrew",30,233,12,148.6,96.03,84.2,90.5,1629,102.2,73,90,18,84.5,15.4,9.4,5.5,0,2.4,0.5,0.4,0,0.1
"Matt Rowell",GCS,MID,"Lachie’s Flesh Clarrynet",25,123,7,35.0,98.50,100.2,90.5,1176,93.8,95.7,120,13,81.2,11.5,12.8,2.2,0,6.2,2.2,1.7,0.2,0.2
"Callum Mills",SYD,DEF,"Naughty Dog Entertainment",29,191,11,82.5,96.72,82,90.4,1536,101.4,99,107,17,80.2,12.9,11.7,5.8,0,2.7,0.6,0.3,0,0.1
"Matthew Kennedy",WBD,MID,"Prince McAndrew",29,159,11,81.2,97.81,91.7,90.4,1627,88.4,73,93,18,74.8,12.7,11.4,4.2,0.4,4.6,0.8,1.7,0.3,0.4
"Jayden Short",RIC,DEF,"Scissorlift Victims Unit",30,206,12,123.6,96.85,86.1,90.3,1444,72.8,64.7,65,16,81.7,18.2,5.4,6.9,0,1.1,0.8,0.6,0.1,0.3
"Hugo Garcia",STK,MID,"Heartbreak Jake & da Subs",21,43,3,195.3,94.66,73.6,89.9,1618,107.4,108,104,18,74.8,10.9,13.1,2.6,0,5.2,1.2,0.7,0.4,0.4
"Chad Warner",SYD,MID/FWD,uFlorent,25,126,7,49.4,98.77,92.5,89.7,1615,103.2,96,93,18,79.1,13.9,8.9,3.1,0,3.6,0.9,1.2,1.4,1.1
"Touk Miller",GCS,MID,"JD Vyvance",30,232,12,92.2,97.26,88.7,89.1,1603,91.4,100.7,124,18,82.2,10.3,14.9,3.8,0,4,0.6,0.7,0.4,0.3
"Jarman Impey",HAW,DEF,"Xing’s Brother",31,237,13,194.6,94.80,79.6,88.9,1423,81.8,77.3,137,16,77.3,15.2,7.9,7.2,0,1.6,0.3,0.5,0.1,0
"Bodhi Uwland",GCS,DEF,"Naughty Dog Entertainment",22,67,5,240.3,93.30,65.9,88.7,1597,89.4,93.7,97,18,86.2,15.4,8.7,6.4,0,1.5,1.1,0.6,0.1,0.1
"Darcy Wilmot",BRL,DEF,"Kids can call you Bont-ju",22,101,5,78.3,96.85,82.4,88.7,1596,81.6,81.3,81,18,84.6,17.3,5.4,6.9,0,1.7,0.6,0.8,0.1,0.1
"Gryan Miers",GEE,MID/FWD,"Xing’s Brother",27,165,9,44.8,98.50,93.2,88.1,881,80.4,84.7,103,10,79.3,12.8,9.9,5.8,0,2.6,0.9,0.3,0.3,0.3
"Tom McCarthy",WCE,DEF,"Houston we have a problem",26,27,2,62.1,97.26,85.9,87.9,1495,92.8,87.7,82,17,79.9,16.8,5.6,6.1,0,2.1,0.4,0.4,0.1,0.1
"Christian Petracca",GCS,MID/FWD,iWalshMyslfwthATonInMyMid,30,228,12,40.8,98.91,90.4,87.8,1405,73.4,76.7,81,16,81.7,11.7,13.1,3.3,0,2.4,0.9,1,1.4,0.8
"Will Day",HAW,MID,"Jags to riches",25,82,7,124.3,95.49,77.3,87.7,526,92.4,84.7,102,6,68.8,12.3,10.2,3.5,0,5,1.3,2,0.7,0.5
"Jack Crisp",COL,MID,uFlorent,32,292,15,169.4,94.66,84.1,87.5,1575,74.2,70.3,80,18,78.6,10.7,10.9,5.2,0,4.3,0.9,0.6,0.3,0.2
"Connor Macdonald",HAW,FWD,"Lachie’s Flesh Clarrynet",23,108,5,95.0,95.49,73.5,87.1,1568,91.2,96.3,109,18,78.5,12.7,9.3,4.6,0,3.2,0.5,0.6,0.8,0.6
"Jai Newcombe",HAW,MID,uFlorent,24,120,6,59.3,97.95,89.1,87.1,1568,82.8,69.3,63,18,79.4,11.8,14.1,2.9,0.1,3.9,2.3,1.9,0.3,0.3
"Max Hall",STK,MID/FWD,"Prince McAndrew",24,41,3,143.1,94.94,68.9,86.7,1561,97.4,111.7,101,18,80.8,10.4,10.6,4.4,0,3.7,0.9,0.6,1.1,0.7
"Izak Rankine",ADE,MID/FWD,"Jags to riches",26,120,8,42.3,98.22,87.5,86.6,1299,90.6,107,92,15,78.4,12.8,8.6,3.5,0,3.9,1.1,1,0.9,0.9
"Tim English",WBD,RUC,"Scissorlift Victims Unit",28,166,10,10.5,98.91,110.5,86.3,1036,80.8,85.7,105,12,75.3,8.2,6.9,4.8,22.9,2.4,1.6,1.1,0.4,0.1
"Tom Liberatore",WBD,MID,"Naughty Dog Entertainment",34,264,16,91.9,96.58,95,86.3,604,78.8,75.7,68,7,69.1,11.3,12.3,3,0,4.7,0.3,0.4,0.1,0.1
"James Sicily",HAW,DEF,"Lachie’s Flesh Clarrynet",31,196,13,150.8,95.90,79.1,85.7,1457,72.8,71.7,95,17,90,14,7.5,7.3,0,2,1.2,0.9,0.1,0
"Darcy Cameron",COL,RUC,"Prince McAndrew",31,137,10,47.2,98.63,99.8,85.4,1451,84.2,97,102,17,79.4,8.6,8.4,3.6,21.1,2.9,2.2,1.3,0.1,0.2
"Lachlan McAndrew",ADE,RUC,"Prince McAndrew",26,20,6,184.3,93.57,75.6,85.3,1535,82.6,82.3,68,18,71,5.6,6.1,2.6,30.9,4.8,1.6,1.8,0.3,0.1
"Blake Acres",CAR,MID,"The Forrie Crystals",30,192,13,253.1,78.80,76.1,85.2,426,85.2,83.7,66,5,84.8,11.4,9.6,6.6,0,2.8,0.2,0,0,0.6
"Jordan de Goey",COL,MID/FWD,"JD Vyvance",30,199,12,157.1,95.21,68.8,85.2,1448,95,85.3,96,17,77.5,12.5,8.8,5.2,0,2.2,0.8,0.6,1,0.6
"Shai Bolton",FRE,MID/FWD,uFlorent,27,175,10,118.6,96.85,73.5,85.2,1448,87.4,90,86,17,81.1,12.2,11.5,2.9,0,3.5,0.6,1.4,0.9,0.6
"Toby Greene",GWS,MID/FWD,"Prince McAndrew",32,279,15,122.4,96.72,82.6,85.2,1533,87,89.7,34,18,80.5,14.3,6.8,3.7,0,2.6,1.1,1.6,1.6,1.2
"Darcy Wilson",STK,MID/FWD,"Houston we have a problem",20,58,3,132.1,94.12,70.3,84.9,1443,97,101.7,112,17,83.2,11.3,10.6,4.5,0,2.9,0.8,0.7,0.9,0.8
"Marcus Windhager",STK,DEF/MID,"Heartbreak Jake & da Subs",23,93,5,88.8,96.44,84.3,84.9,1528,95,90.7,85,18,81.9,13.5,9.5,4.4,0,3,1.1,0.7,0.2,0.1
"Jase Burgoyne",PTA,DEF/MID,"Houston we have a problem",23,74,5,120.5,94.94,78.5,84.7,1525,92,95.7,110,18,82.8,12.9,7.8,5.2,0,3.2,0.8,0.4,0.4,0.2
"Justin McInerney",SYD,MID/FWD,"Heartbreak Jake & da Subs",25,122,8,103.3,91.93,79.6,84.6,1100,69.8,53.7,65,13,78,9.8,13.6,4.2,0,2.5,1.3,1.1,1.1,0.9
"Karl Amon",HAW,DEF,"Heartbreak Jake & da Subs",30,210,13,103.9,95.21,87,84.5,1267,77.8,69.7,37,15,80.9,15.7,6.8,5.6,0,1.9,0.2,0.5,0,0.3
"Will Setterfield",ESS,MID,GuldenEye,28,90,10,234.5,78.39,70.1,84.3,506,84,75.7,27,6,80,13.3,8.7,4.2,0,3.8,0.8,1.3,0.3,0.3
"George Hewett",CAR,MID,"Naughty Dog Entertainment",30,216,13,73.2,98.08,96.1,83.8,1173,86,70.7,71,14,70,9.8,12.2,3.7,0,4.1,1.2,1,0.6,0.5
"Nick Blakey",SYD,DEF,"Scissorlift Victims Unit",26,169,8,58.6,97.13,87.4,83.8,1509,80.2,82.3,75,18,82.4,17.2,8.1,3.7,0,1.4,1.2,1.1,0.2,0.2
"Ryley Sanders",WBD,MID/FWD,"The Forrie Crystals",21,51,3,100.4,95.49,72.4,83.8,1341,74.2,77,71,16,81.2,9.4,15.4,3.6,0,3.7,0.9,0.9,0.2,0.3
"Rowan Marshall",STK,RUC,"JD Vyvance",30,173,10,56.0,98.50,98.6,83.7,1423,105.8,130.3,139,17,75.5,9.4,8.5,4.3,14.9,2.4,1.8,1.7,0.6,0.6
"Bailey J. Williams",WCE,RUC/FWD,"Kids can call you Bont-ju",26,102,8,,91.52,56.8,83.6,1171,85.4,89.3,107,14,76.7,7.6,5.6,2.1,28.4,3.1,1.9,1.1,0.6,0.4
"Lawson Humphries",GEE,DEF,"Kids can call you Bont-ju",23,53,3,116.1,95.35,74,83.6,1421,81.2,80.7,100,17,81.4,14.8,5.9,5.7,0,2.4,0.6,0.4,0.2,0.1
"James Peatling",ADE,MID,"Lachie’s Flesh Clarrynet",25,86,6,166.4,92.07,77.2,83.3,1500,78,96.3,101,18,71.2,12.2,8.4,3,0,4.9,1.8,0.7,0.2,0.3
"Jack Ross",RIC,MID/FWD,"Naughty Dog Entertainment",25,107,8,160.0,93.98,72.5,83.2,1165,74.4,60,28,14,76.5,7.6,14.6,3.7,0,4.7,1.6,0.9,0.3,0.5
"Jack Ginnivan",HAW,FWD,"Naughty Dog Entertainment",23,108,6,127.6,96.44,75.8,83.1,1496,80.6,72.7,38,18,79.7,12.2,7.3,5.4,0,2.4,0.7,0.6,1,0.8
"Josh Worrell",ADE,DEF,iWalshMyslfwthATonInMyMid,25,72,7,134.4,95.21,76.1,82.8,1408,72.8,66.3,50,17,87.9,14.6,8,5.8,0,1.7,1.1,0.8,0,0
"Murphy Reid",FRE,MID/FWD,"Kids can call you Bont-ju",19,42,2,108.1,96.44,66.2,82.3,1482,79.4,72.7,45,18,81.7,12.3,11.3,3.6,0,2.1,0.6,0.6,0.6,1
"Bailey Williams",WBD,DEF/MID,"Naughty Dog Entertainment",28,186,11,184.6,89.88,76.4,82.2,986,61.2,59.3,111,12,80.2,11.9,7.8,6.3,0,2.1,1,0.4,0.5,0.7
"Bailey Scott",NTH,MID,"Free Agent",26,114,8,342.8,21.20,64.5,82,82,82,82,82,1,75,8,10,6,0,5,0,0,0,0
"Kane Farrell",PTA,DEF,"The Forrie Crystals",27,127,9,152.2,90.15,79.4,81.9,1065,80,65,65,13,78.8,16.2,3.2,6.6,0,1.9,0.5,0.7,0.2,0.3
"Josh Battle",HAW,DEF,"The Forrie Crystals",27,165,10,208.8,91.52,71.8,81.8,1309,72.8,84,95,16,95.7,13.8,7.2,6.9,0,1.6,0.6,0.7,0.1,0.2
"Josh Ward",HAW,MID,"Jags to riches",22,85,5,125.2,94.12,77,81.3,1463,85,95.3,75,18,76.4,10.6,11.6,3.9,0,3.5,0.7,0.5,0.2,0.2
"Jordan Clark",FRE,DEF,"JD Vyvance",25,144,8,38.5,98.36,93.4,81.2,1462,80.6,81,77,18,83.2,14.7,7.6,4.8,0,2.2,0.6,0.8,0.1,0
"Luke Ryan",FRE,DEF,GuldenEye,30,196,10,116.2,95.76,84.4,81.2,1381,72.8,64.7,75,17,86,15.7,4.8,7.1,0,1.5,0.4,1.1,0,0.1
"Tanner Bruhn",GEE,DEF/MID,"Lachie’s Flesh Clarrynet",24,82,6,154.7,94.25,68.1,81.1,1298,70.4,74,40,16,67.9,12.7,8.4,4.3,0,3.3,0.9,0.4,0,0.4
"Darcy Parish",ESS,MID,"Naughty Dog Entertainment",28,179,11,106.5,93.30,76.7,80.9,1132,76.8,57.3,55,14,74.6,12.2,12.3,3.7,0,2.4,1,1.1,0.1,0.4
"Scott Pendlebury",COL,MID,"Lachie’s Flesh Clarrynet",38,438,21,222.6,89.19,77.2,80.8,1050,75.8,69.3,56,13,71.1,9.8,13.6,4.7,0,2.2,0.5,0.5,0.3,0.3
"Tim Kelly",WCE,MID/FWD,"Heartbreak Jake & da Subs",31,180,9,202.6,93.02,72.9,80.8,1292,81,74,86,16,75.3,11.4,11.7,3.6,0,3.2,0.9,0.6,0.1,0.3
"Connor Rozee",PTA,DEF/MID,"Lachie’s Flesh Clarrynet",26,152,8,14.0,96.17,102.7,80.5,161,80.5,80.5,72,2,67.5,12.5,10,4.5,0,3,0.5,1,0,0
"Josh Treacy",FRE,FWD,"JD Vyvance",23,98,6,165.6,95.08,68.8,80.1,1441,72.8,85,78,18,88.2,9.1,4.3,6.5,0,2.4,1.8,1,2.4,1.5
"Rhys Stanley",GEE,RUC,"Free Agent",35,230,18,,20.79,62.7,80,80,80,80,80,1,66,8,9,3,17,3,0,0,0,0
"Ed Langdon",MEL,D/M/F,"Naughty Dog Entertainment",30,220,12,180.0,93.30,74.2,79.8,1436,83.2,82.7,74,18,89.6,11.2,9.2,5.9,0,1.9,0.3,0.4,0.4,0.4
"Brayden Maynard",COL,DEF,"Scissorlift Victims Unit",29,245,12,283.1,86.73,67,79.6,1273,73,77.7,65,16,79.2,13.4,4.7,5.3,0,3.9,0.9,1.1,0.1,0.1
"Adam Cerra",CAR,MID,"JD Vyvance",26,163,9,78.4,95.90,91.7,79.5,1192,81.6,83.7,25,15,71.8,11,8.6,4.6,0,3.7,0.9,0.7,0.3,0.3
"Joe Richards",PTA,FWD,"Scissorlift Victims Unit",26,49,4,267.2,87.55,65.1,79.4,1430,84.2,89.7,137,18,80.3,10.8,6.9,4.2,0,4.6,0.7,0.6,0.5,0.6
"Massimo D'Ambrosio",HAW,MID,"Jags to riches",23,84,5,179.4,89.19,75.9,79.2,1426,74.6,75.7,98,18,81.8,12.8,7.2,4.5,0,3.1,0.5,0.5,0.2,0.4
"Jagga Smith",CAR,MID,"Jags to riches",20,18,2,67.9,95.90,69.2,79.1,1423,83.8,90,92,18,75.7,10.2,14,3,0,2.7,0.9,0.7,0.3,0.3
"Willem Duursma",WCE,MID,iWalshMyslfwthATonInMyMid,19,17,1,114.8,94.53,68.4,79.1,1344,73.2,78.3,85,17,76.7,10.6,7.4,4.4,0,3.6,0.9,0.3,0.8,0.4
"Elijah Tsatas",ESS,MID,"Prince McAndrew",21,22,4,277.4,77.70,64.3,79,474,77.8,80,85,6,69.5,10.5,13.7,4.3,0,1.5,0.5,0.2,0.2,0.2
"Jeremy Cameron",GEE,FWD,GuldenEye,33,296,15,111.3,93.43,83,79,1264,48.6,48,96,16,88.7,11.3,2.9,6.6,0.1,1.1,0.5,0.6,2.4,1.8
"Jy Simpkin",NTH,MID/FWD,"Lachie’s Flesh Clarrynet",28,191,10,92.8,96.17,81.4,78.8,1418,82.8,87,94,18,83.1,12.5,8.9,4.9,0,1.9,0.9,1.1,0.5,0.6
"Riley Bice",SYD,DEF,"JD Vyvance",25,32,2,240.5,87.69,65.5,78.4,1255,74.8,73.7,67,16,80.6,12.1,9.4,5.4,0,1.8,0.6,0.4,0.1,0.1
"Connor Idun",GWS,DEF,"Houston we have a problem",25,135,8,206.4,89.47,72.7,78.2,1408,80.8,86.3,77,18,99.2,11.3,9.8,6.5,0,1.6,0.4,0.4,0,0
"Jordon Sweet",PTA,RUC,"Naughty Dog Entertainment",28,64,8,154.2,92.75,78.3,78.1,1328,75.2,68.3,64,17,80.7,6.4,6.2,2.3,30.8,2.5,1.8,2.2,0.5,0.8
"Liam Duggan",WCE,DEF,uFlorent,29,218,12,160.7,88.24,83.2,78,1404,77.2,89.7,98,18,79.8,13.7,5.4,6.2,0,2.1,0.6,0.5,0,0.3
"Oliver Francou",WCE,MID,"The Forrie Crystals",20,3,1,,69.36,67.7,77.7,233,77.7,77.7,81,3,66.7,9,9.3,3,0,6.3,1.3,1.3,0,0.3
"James Worpel",GEE,MID,"The Forrie Crystals",27,155,9,147.1,82.49,79.7,77.4,542,75.6,86.3,102,7,70.6,10.7,7.7,2.7,0,5.6,0.9,1.7,0.6,0.3
"Oliver Florent",CAR,DEF/MID,uFlorent,27,202,10,215.6,89.19,71,77.4,1393,67.4,71.3,76,18,83.1,14.3,7.1,4.7,0,1.9,0.3,0.7,0.1,0.2
"Tom Stewart",GEE,DEF,"Scissorlift Victims Unit",33,207,10,143.9,94.94,80.3,77.3,1237,72,78.3,83,16,81.4,15.1,5.8,5,0,1.6,0.8,0.8,0.1,0.1
"Trent Rivers",MEL,DEF/MID,iWalshMyslfwthATonInMyMid,24,134,7,74.4,92.75,85,77.3,850,82.4,80.7,101,11,73.6,11.7,8.6,5,0,2.1,0.3,0.2,0.3,0.1
"Tom McCartin",SYD,DEF,"Prince McAndrew",26,167,9,,78.80,53.9,77.1,1157,73.8,89.7,93,15,92.5,10.6,9.5,7.5,0,1.5,1.1,1.1,0,0
"Nick Madden",GWS,RUC,"The Forrie Crystals",22,7,4,232.3,78.80,67,77,308,77,65.7,67,4,67.8,2.8,10.3,2.3,28.5,3.8,2,1.5,0,0.5
"Willem Drew",PTA,MID,"The Forrie Crystals",27,148,10,184.5,88.92,78.3,77,1386,68.6,54.7,42,18,81.6,10.1,8.1,2.7,0,5.8,1.4,0.9,0.1,0.1
"Darcy Byrne-Jones",PTA,DEF/FWD,"Jags to riches",30,239,13,,78.93,55.7,76.8,1383,87.8,85.7,77,18,79.1,12.6,7.2,5.4,0,1.8,0.6,0.3,0.2,0.1
"Toby Nankervis",RIC,RUC,iWalshMyslfwthATonInMyMid,31,186,13,117.7,93.71,89.1,76.7,537,74.4,83,76,7,70.7,6.3,9.4,1.1,21.6,3.7,1.4,1.4,0.3,0.3
